State,Commodity,Unit,Year,Units_Within,Units_In,Units_Out
Ohio,Other foodstuffs,million ton-miles,2012,824.544615,4018.764431,4060.86463
Oklahoma,Coal-n.e.c.,million ton-miles,2012,7443.737371,24697.3184,35151.8871
Oklahoma,Gravel,million ton-miles,2012,1753.406876,11269.96543,13258.8408
Oklahoma,Fuel oils,million ton-miles,2012,1708.6857,7202.631,6007.133228
Oklahoma,Gasoline,million ton-miles,2012,1418.1674,2685.5777,3913.7591
Oklahoma,Natural sands,million ton-miles,2012,479.933251,2305.916447,2374.354288
Oklahoma,Animal feed,million ton-miles,2012,451.9838,2258.97854,2246.815388
Oklahoma,Nonmetal min. prods.,million ton-miles,2012,437.507417,2081.0143,2172.1007
Oklahoma,Cereal grains,million ton-miles,2012,423.2965,1788.862526,1963.831165
Oklahoma,Crude petroleum,million ton-miles,2012,254.1803,1650.655633,1469.972171
Oklahoma,Other foodstuffs,million ton-miles,2012,247.831487,1433.075186,1280.35404
Oregon,Wood prods.,million ton-miles,2012,1069.042412,10392.54894,11329.92289
Oregon,Logs,million ton-miles,2012,761.291894,7170.004683,7605.709743
Oregon,Nonmetal min. prods.,million ton-miles,2012,630.678338,4632.05941,3323.990677
Oregon,Gravel,million ton-miles,2012,619.7839,2866.989089,2716.057086
Oregon,Other foodstuffs,million ton-miles,2012,281.488672,2657.168925,2081.323762
Oregon,Mixed freight,million ton-miles,2012,233.467424,1863.191625,1608.148567
Oregon,Natural sands,million ton-miles,2012,155.1841,1703.714633,1198.250851
Oregon,Waste/scrap,million ton-miles,2012,140.660134,1455.746117,1165.445984
Oregon,Fuel oils,million ton-miles,2012,136.278233,1292.785799,1033.112301
Oregon,Cereal grains,million ton-miles,2012,136.179,1289.674725,984.8525
Pennsylvania,Coal-n.e.c.,million ton-miles,2012,16655.17151,12002.38863,13108.2389
Pennsylvania,Coal,million ton-miles,2012,6412.695863,11142.78454,12800.13358
Pennsylvania,Other foodstuffs,million ton-miles,2012,2186.35902,8347.268568,10930.15352
Pennsylvania,Gasoline,million ton-miles,2012,1933.259583,7029.384875,6135.504264
Pennsylvania,Waste/scrap,million ton-miles,2012,1869.803784,6021.341568,4292.331912
Pennsylvania,Gravel,million ton-miles,2012,1696.2471,5711.388419,3981.639355
Pennsylvania,Nonmetal min. prods.,million ton-miles,2012,1310.781114,4701.491635,3080.414187
Pennsylvania,Mixed freight,million ton-miles,2012,976.720469,4439.1029,2954.479122
Pennsylvania,Crude petroleum,million ton-miles,2012,949.4808,3873.372074,2908.8519
Pennsylvania,Animal feed,million ton-miles,2012,879.924399,3189.074421,2633.855734
Rhode Island,Gasoline,million ton-miles,2012,81.4657,559.354762,837.1052
Rhode Island,Fuel oils,million ton-miles,2012,47.6966,365.168419,372.538807
Rhode Island,Waste/scrap,million ton-miles,2012,25.796801,298.017745,323.092031
Rhode Island,Gravel,million ton-miles,2012,20.1181,177.836099,271.232329
Rhode Island,Nonmetal min. prods.,million ton-miles,2012,16.299075,176.498451,230.934025
Rhode Island,Coal-n.e.c.,million ton-miles,2012,8.944,171.958123,199.204742
Rhode Island,Furniture,million ton-miles,2012,6.179112,156.247116,152.6921
Rhode Island,Motorized vehicles,million ton-miles,2012,5.794204,153.303004,139.524571
Rhode Island,Natural sands,million ton-miles,2012,5.7616,135.476151,103.427545
Rhode Island,Misc. mfg. prods.,million ton-miles,2012,5.644206,127.008949,95.649771
South Carolina,Gravel,million ton-miles,2012,475.991138,10945.0405,4544.63107
South Carolina,Plastics/rubber,million ton-miles,2012,315.364656,4707.436718,3799.405528
South Carolina,Natural sands,million ton-miles,2012,298.568005,4033.651882,2539.722655
South Carolina,Basic chemicals,million ton-miles,2012,296.673664,3169.394464,2399.231786
South Carolina,Logs,million ton-miles,2012,286.740551,3129.313539,2283.85062
South Carolina,Waste/scrap,million ton-miles,2012,244.577454,2700.713709,2139.434533
South Carolina,Nonmetal min. prods.,million ton-miles,2012,222.293774,2410.358725,1393.037325
South Carolina,Mixed freight,million ton-miles,2012,163.409546,1935.081732,1283.814355
South Carolina,Motorized vehicles,million ton-miles,2012,137.958533,1685.129002,1090.720421
South Carolina,Base metals,million ton-miles,2012,124.091848,1337.262195,954.056931
South Dakota,Other ag prods.,million ton-miles,2012,1003.668699,4711.92961,8853.4364
South Dakota,Nonmetal min. prods.,million ton-miles,2012,863.1695,2795.6562,7199.997261
South Dakota,Gravel,million ton-miles,2012,556.736,1219.3388,3367.1494
South Dakota,Cereal grains,million ton-miles,2012,504.6986,968.1537,2835.052524
South Dakota,Natural sands,million ton-miles,2012,271.3436,848.804564,2560.391338
South Dakota,Logs,million ton-miles,2012,205.474827,697.088543,1198.8373
South Dakota,Fertilizers,million ton-miles,2012,129.0893,539.578132,993.518034
South Dakota,Animal feed,million ton-miles,2012,114.1989,513.8209,755.3123
South Dakota,Coal-n.e.c.,million ton-miles,2012,112.5919,449.8428,675.6534
South Dakota,Live animals/fish,million ton-miles,2012,77.4819,432.4701,630.6095
Tennessee,Nonmetal min. prods.,million ton-miles,2012,849.992477,16842.62256,9756.58199
Tennessee,Gravel,million ton-miles,2012,802.5916,5830.471332,5810.098625
Tennessee,Wood prods.,million ton-miles,2012,626.038372,5536.948204,4005.143512
Tennessee,Other foodstuffs,million ton-miles,2012,606.027018,4837.321654,3432.421876
Tennessee,Other ag prods.,million ton-miles,2012,600.70401,3828.248491,3092.819885
Tennessee,Base metals,million ton-miles,2012,532.031051,3064.638556,3043.742337
Tennessee,Logs,million ton-miles,2012,498.348515,2980.417189,2793.699474
Tennessee,Gasoline,million ton-miles,2012,399.810214,2914.5691,2648.875712
Tennessee,Animal feed,million ton-miles,2012,354.426171,1906.446687,2097.100758
Tennessee,Mixed freight,million ton-miles,2012,340.21805,1804.45278,1964.30946
Texas,Coal-n.e.c.,million ton-miles,2012,75141.96742,107912.7207,59883.34982
Texas,Fuel oils,million ton-miles,2012,23937.2179,39419.6121,59372.9459
Texas,Gasoline,million ton-miles,2012,22339.55655,31673.95613,33799.01033
Texas,Gravel,million ton-miles,2012,16548.0356,29388.34298,27595.05413
Texas,Crude petroleum,million ton-miles,2012,11396.0205,20953.72197,16290.50214
Texas,Nonmetal min. prods.,million ton-miles,2012,10089.56168,17772.44506,11818.0458
Texas,Basic chemicals,million ton-miles,2012,8459.648864,15696.78134,11583.13023
Texas,Mixed freight,million ton-miles,2012,6302.274145,12331.23524,9630.317994
Texas,Other foodstuffs,million ton-miles,2012,4631.08419,10975.92949,8939.549336
Texas,Plastics/rubber,million ton-miles,2012,4245.141362,10427.13041,8923.939601
Utah,Coal,million ton-miles,2012,1811.0516,9642.287798,10473.95028
Utah,Coal-n.e.c.,million ton-miles,2012,1134.637514,3267.868677,3359.7713
Utah,Nonmetal min. prods.,million ton-miles,2012,495.049985,2062.4829,2582.272605
Utah,Gasoline,million ton-miles,2012,382.665257,1766.568338,2530.126467
Utah,Crude petroleum,million ton-miles,2012,285.7205,1697.915003,1938.5121
Utah,Fuel oils,million ton-miles,2012,147.257706,1118.189046,1801.09383
Utah,Mixed freight,million ton-miles,2012,141.147306,1084.365396,1752.637051
Utah,Basic chemicals,million ton-miles,2012,108.701838,1004.2261,1666.417787
Utah,Wood prods.,million ton-miles,2012,95.515717,936.358454,1576.957822
Utah,Gravel,million ton-miles,2012,91.206608,876.31722,1065.965657
Vermont,Other foodstuffs,million ton-miles,2012,167.3516,479.6483,999.1155
Vermont,Gravel,million ton-miles,2012,150.5823,432.150302,941.128239
Vermont,Animal feed,million ton-miles,2012,59.9801,347.621328,369.184652
Vermont,Natural sands,million ton-miles,2012,47.6498,220.3736,335.375873
Vermont,Fuel oils,million ton-miles,2012,47.2342,175.382294,323.959785
Vermont,Nonmetal min. prods.,million ton-miles,2012,42.213511,162.936237,184.809163
Vermont,Nonmetallic minerals,million ton-miles,2012,36.2383,159.327628,166.784464
Vermont,Logs,million ton-miles,2012,36.204003,133.201125,117.7937
Vermont,Coal-n.e.c.,million ton-miles,2012,28.83172,119.120466,110.904817
Vermont,Waste/scrap,million ton-miles,2012,20.7622,117.867927,104.363757
Virginia,Coal,million ton-miles,2012,1243.55854,39296.2528,6791.459131
Virginia,Logs,million ton-miles,2012,1142.268523,11079.4821,3119.974122
Virginia,Waste/scrap,million ton-miles,2012,980.831235,5676.879837,2597.260787
Virginia,Other foodstuffs,million ton-miles,2012,712.685967,5058.62233,2190.501441
Virginia,Gravel,million ton-miles,2012,711.926601,2821.323973,1788.251186
Virginia,Natural sands,million ton-miles,2012,637.369227,2705.823371,1564.641946
Virginia,Coal-n.e.c.,million ton-miles,2012,620.954961,2408.540678,1442.442353
Virginia,Mixed freight,million ton-miles,2012,477.609877,2214.558579,1315.684631
Virginia,Nonmetal min. prods.,million ton-miles,2012,442.21,2032.625862,1308.316296
Virginia,Wood prods.,million ton-miles,2012,302.688517,1998.177806,1279.701882
Washington,Gasoline,million ton-miles,2012,1986.801923,24133.6352,9585.715204
Washington,Cereal grains,million ton-miles,2012,1670.686933,13638.55544,5891.900812
Washington,Coal-n.e.c.,million ton-miles,2012,1455.994215,12647.76428,5197.641775
Washington,Nonmetal min. prods.,million ton-miles,2012,1295.434481,5474.089778,3750.578735
Washington,Other ag prods.,million ton-miles,2012,1201.244921,5416.0412,3588.936203
Washington,Gravel,million ton-miles,2012,1129.17354,5257.779123,3545.030487
Washington,Logs,million ton-miles,2012,1052.829671,3399.375134,3499.647793
Washington,Other foodstuffs,million ton-miles,2012,941.320592,2690.050555,2969.549383
Washington,Wood prods.,million ton-miles,2012,725.749912,2441.288628,2082.32894
Washington,Fuel oils,million ton-miles,2012,697.521706,2228.399353,1632.826922
Washington DC,Nonmetal min. prods.,million ton-miles,2012,4.788704,84.652635,311.2836
Washington DC,Alcoholic beverages,million ton-miles,2012,0.6782,84.366258,275.793152
Washington DC,Textiles/leather,million ton-miles,2012,0.621214,69.132644,37.9039
Washington DC,Machinery,million ton-miles,2012,0.370709,69.076081,22.121463
Washington DC,Furniture,million ton-miles,2012,0.327354,58.526336,19.89952
Washington DC,Other foodstuffs,million ton-miles,2012,0.3236,58.491244,16.4758
Washington DC,Other ag prods.,million ton-miles,2012,0.2582,55.389015,16.04595
Washington DC,Wood prods.,million ton-miles,2012,0.2387,45.889878,7.174147
Washington DC,Plastics/rubber,million ton-miles,2012,0.150701,42.522328,5.391997
West Virginia,Coal-n.e.c.,million ton-miles,2012,2355.278815,8326.917076,71055.5941
West Virginia,Coal,million ton-miles,2012,1241.0269,4908.6856,8637.240523
West Virginia,Logs,million ton-miles,2012,119.484272,2838.7174,7884.0168
West Virginia,Gravel,million ton-miles,2012,119.0169,1937.2599,1902.401109
West Virginia,Basic chemicals,million ton-miles,2012,102.272409,1582.760545,1358.845608
West Virginia,Animal feed,million ton-miles,2012,53.8914,1082.7818,1290.335538
West Virginia,Nonmetal min. prods.,million ton-miles,2012,51.016718,944.893242,1117.748596
West Virginia,Natural sands,million ton-miles,2012,42.2803,807.989835,1016.617357
West Virginia,Gasoline,million ton-miles,2012,31.1411,748.419555,742.0444
West Virginia,Waste/scrap,million ton-miles,2012,28.187,711.638069,380.154222
Wisconsin,Other foodstuffs,million ton-miles,2012,4258.572251,31924.30342,5982.409331
Wisconsin,Cereal grains,million ton-miles,2012,3108.694931,6284.8069,4101.501974
Wisconsin,Animal feed,million ton-miles,2012,932.190265,5700.179995,4048.345706
Wisconsin,Gravel,million ton-miles,2012,767.8778,3939.80237,3611.996756
Wisconsin,Nonmetal min. prods.,million ton-miles,2012,752.171058,3694.832635,3281.332652
Wisconsin,Fuel oils,million ton-miles,2012,727.681629,2774.419262,2712.180854
Wisconsin,Other ag prods.,million ton-miles,2012,627.045867,2742.678757,2530.938854
Wisconsin,Natural sands,million ton-miles,2012,599.9905,2619.887068,2393.834943
Wisconsin,Mixed freight,million ton-miles,2012,438.518339,2602.161267,2256.713389
Wisconsin,Gasoline,million ton-miles,2012,387.9537,2580.517105,2219.472074
Wyoming,Coal-n.e.c.,million ton-miles,2012,12268.0527,10871.48805,473199.0424
Wyoming,Coal,million ton-miles,2012,4768.7903,2259.5121,30824.46013
Wyoming,Fuel oils,million ton-miles,2012,968.2225,846.183055,25548.386
Wyoming,Nonmetal min. prods.,million ton-miles,2012,333.3337,817.1044,5167.8381
Wyoming,Basic chemicals,million ton-miles,2012,306.7462,680.6989,2684.857499
Wyoming,Crude petroleum,million ton-miles,2012,191.1926,655.0836,1322.0211
Wyoming,Other ag prods.,million ton-miles,2012,159.901183,638.1102,647.336901
Wyoming,Gasoline,million ton-miles,2012,78.7655,623.7394,467.3553
Wyoming,Machinery,million ton-miles,2012,44.413,499.2179,342.071247
Wyoming,Natural sands,million ton-miles,2012,37.2339,422.8554,289.7542
Alabama,Coal,million ton-miles,2022,17205.16314,19111.53284,21935.1556
Alabama,Logs,million ton-miles,2022,4492.0657,8391.794453,10415.01974
Alabama,Coal-n.e.c.,million ton-miles,2022,1981.231774,4454.123355,4907.30525
Alabama,Gravel,million ton-miles,2022,1953.652762,4240.337985,4130.317196
Alabama,Base metals,million ton-miles,2022,1495.410581,2951.735105,3926.376334
Alabama,Nonmetal min. prods.,million ton-miles,2022,1058.956325,2891.258841,3794.496562
Alabama,Natural sands,million ton-miles,2022,1052.533469,2428.209419,3402.697289
Alabama,Fuel oils,million ton-miles,2022,972.474027,2209.327479,3169.952641
Alabama,Wood prods.,million ton-miles,2022,864.35941,2081.176913,3082.886693
Alabama,Waste/scrap,million ton-miles,2022,847.722155,2005.203474,2602.132872
Alaska,Crude petroleum,million ton-miles,2022,2351.780948,1130.526876,85585.91529
Alaska,Gasoline,million ton-miles,2022,1493.8806,771.417841,914.586951
Alaska,Live animals/fish,million ton-miles,2022,898.441743,716.158407,306.497685
Alaska,Fuel oils,million ton-miles,2022,840.370157,455.159655,168.635265
Alaska,Gravel,million ton-miles,2022,528.906958,324.281147,143.070691
Alaska,Nonmetal min. prods.,million ton-miles,2022,443.467265,235.13297,120.342933
Alaska,Meat/seafood,million ton-miles,2022,328.049762,224.255637,101.144592
Alaska,Metallic ores,million ton-miles,2022,286.828858,203.742306,81.313429
Alaska,Logs,million ton-miles,2022,241.662095,184.085463,60.274808
Alaska,Waste/scrap,million ton-miles,2022,154.351476,169.563615,50.719365
Arizona,Coal,million ton-miles,2022,1869.368821,11643.36255,9030.359518
Arizona,Gravel,million ton-miles,2022,1304.887151,6580.232587,3750.765519
Arizona,Metallic ores,million ton-miles,2022,1153.660047,3990.092903,2486.59148
Arizona,Nonmetal min. prods.,million ton-miles,2022,1000.711851,3731.214945,1488.333659
Arizona,Other ag prods.,million ton-miles,2022,854.094206,2854.963206,1388.9062
Arizona,Coal-n.e.c.,million ton-miles,2022,679.028076,2778.571484,1317.454847
Arizona,Other foodstuffs,million ton-miles,2022,318.853961,2377.789011,960.874245
Arizona,Mixed freight,million ton-miles,2022,289.486873,2328.575716,922.469199
Arizona,Waste/scrap,million ton-miles,2022,277.419285,2006.54479,921.530835
Arizona,Logs,million ton-miles,2022,206.064738,1923.447887,817.131107
Arkansas,Logs,million ton-miles,2022,3082.667421,12378.40301,7042.65228
Arkansas,Gravel,million ton-miles,2022,2576.077946,6631.240747,4100.129365
Arkansas,Cereal grains,million ton-miles,2022,1725.279287,2699.325453,3246.571404
Arkansas,Natural sands,million ton-miles,2022,1274.331554,2300.058893,2427.296445
Arkansas,Other ag prods.,million ton-miles,2022,1273.650868,2223.256446,2386.886822
Arkansas,Coal-n.e.c.,million ton-miles,2022,969.222585,1910.539109,2035.652463
Arkansas,Nonmetal min. prods.,million ton-miles,2022,912.13031,1080.770603,1880.930889
Arkansas,Wood prods.,million ton-miles,2022,681.322334,1047.577637,1399.86592
Arkansas,Waste/scrap,million ton-miles,2022,670.872871,754.863718,1185.511055
Arkansas,Milled grain prods.,million ton-miles,2022,660.271137,749.130924,1040.075926
California,Coal-n.e.c.,million ton-miles,2022,11750.24288,77616.72275,41615.76656
California,Other foodstuffs,million ton-miles,2022,9187.541597,28470.83606,17428.94379
California,Other ag prods.,million ton-miles,2022,8249.950372,27793.51705,14301.74738
California,Nonmetal min. prods.,million ton-miles,2022,8098.846918,18145.08285,13633.36205
California,Crude petroleum,million ton-miles,2022,8022.459921,17707.19697,12768.16098
California,Gravel,million ton-miles,2022,6995.141939,15968.07693,12588.7502
California,Gasoline,million ton-miles,2022,6765.725444,14721.56788,10702.7216
California,Fuel oils,million ton-miles,2022,5216.777384,14183.45099,10026.73774
California,Waste/scrap,million ton-miles,2022,4823.546359,12185.51491,9086.020708
California,Animal feed,million ton-miles,2022,4703.832794,11631.19792,8783.590688
Colorado,Cereal grains,million ton-miles,2022,4263.65119,6219.520567,22637.47808
Colorado,Coal-n.e.c.,million ton-miles,2022,2521.626686,4959.328912,18571.30337
Colorado,Gravel,million ton-miles,2022,2046.136958,3919.681576,8826.182464
Colorado,Nonmetal min. prods.,million ton-miles,2022,1726.5021,3297.438782,2670.481555
Colorado,Coal,million ton-miles,2022,1198.320309,2170.343911,2204.296485
Colorado,Waste/scrap,million ton-miles,2022,796.211647,1931.53002,2051.395337
Colorado,Other ag prods.,million ton-miles,2022,782.907595,1651.74596,2036.86584
Colorado,Motorized vehicles,million ton-miles,2022,438.577377,1625.664468,1438.160767
Colorado,Other foodstuffs,million ton-miles,2022,437.908908,1424.910974,1033.490053
Colorado,Animal feed,million ton-miles,2022,400.178365,1378.213396,1020.242936
Connecticut,Gravel,million ton-miles,2022,652.461465,8092.469701,1389.466369
Connecticut,Fuel oils,million ton-miles,2022,430.442537,3746.863079,1050.864447
Connecticut,Coal-n.e.c.,million ton-miles,2022,318.226753,2462.622062,975.796884
Connecticut,Gasoline,million ton-miles,2022,307.210104,1563.655491,972.583723
Connecticut,Nonmetal min. prods.,million ton-miles,2022,271.398054,1149.992212,945.84971
Connecticut,Waste/scrap,million ton-miles,2022,143.278907,854.896274,800.283411
Connecticut,Natural sands,million ton-miles,2022,130.791176,844.883342,728.651983
Connecticut,Other foodstuffs,million ton-miles,2022,84.330072,781.462967,700.613092
Connecticut,Mixed freight,million ton-miles,2022,56.67726,741.302567,546.107544
Connecticut,Base metals,million ton-miles,2022,50.314307,690.994087,507.524174
Delaware,Other ag prods.,million ton-miles,2022,109.166724,5868.352558,1359.705631
Delaware,Gravel,million ton-miles,2022,80.720695,904.455902,973.953284
Delaware,Coal-n.e.c.,million ton-miles,2022,52.954734,555.000005,782.88667
Delaware,Nonmetal min. prods.,million ton-miles,2022,46.658485,466.280342,491.820192
Delaware,Gasoline,million ton-miles,2022,31.399188,398.781771,464.527854
Delaware,Fuel oils,million ton-miles,2022,29.478603,361.383518,462.753776
Delaware,Natural sands,million ton-miles,2022,28.3951,305.314178,406.841919
Delaware,Animal feed,million ton-miles,2022,28.069043,301.499117,361.79225
Delaware,Cereal grains,million ton-miles,2022,24.458717,276.381186,357.428156
Delaware,Nonmetallic minerals,million ton-miles,2022,17.263203,198.024939,300.267075
Florida,Other ag prods.,million ton-miles,2022,8326.979573,14158.60966,8689.504866
Florida,Gravel,million ton-miles,2022,7601.527503,11851.3895,6759.383774
Florida,Natural sands,million ton-miles,2022,6999.649055,10116.44378,3855.660834
Florida,Nonmetal min. prods.,million ton-miles,2022,6253.597248,8954.528669,3564.520827
Florida,Coal-n.e.c.,million ton-miles,2022,3126.388746,8608.515387,3528.838427
Florida,Other foodstuffs,million ton-miles,2022,2966.524966,5114.15252,3418.230162
Florida,Fertilizers,million ton-miles,2022,2924.103873,5000.063024,3071.679489
Florida,Logs,million ton-miles,2022,2901.388678,4932.276735,2909.450522
Florida,Waste/scrap,million ton-miles,2022,2608.036938,4678.975056,2696.330137
Florida,Gasoline,million ton-miles,2022,2222.301845,3841.899214,2517.616287
Georgia,Logs,million ton-miles,2022,5141.041249,9069.502855,4862.061622
Georgia,Coal-n.e.c.,million ton-miles,2022,2699.495034,8980.670215,4705.998476
Georgia,Nonmetal min. prods.,million ton-miles,2022,2334.973538,8630.066375,4102.271856
Georgia,Gravel,million ton-miles,2022,2228.013389,7183.121737,3845.442816
Georgia,Wood prods.,million ton-miles,2022,1672.604785,7142.188546,3701.930022
Georgia,Newsprint/paper,million ton-miles,2022,1505.357248,4296.289339,3685.110086
Georgia,Other ag prods.,million ton-miles,2022,1472.383805,3967.504524,3679.214024
Georgia,Gasoline,million ton-miles,2022,1472.267052,3735.183263,3376.371465
Georgia,Other foodstuffs,million ton-miles,2022,1350.46606,3562.961099,3249.672382
Georgia,Waste/scrap,million ton-miles,2022,1220.656679,3434.672693,3228.240746
Hawaii,Gasoline,million ton-miles,2022,477.818898,2216.098388,5657.55323
Hawaii,Fuel oils,million ton-miles,2022,319.903498,1460.822639,2413.814982
Hawaii,Nonmetal min. prods.,million ton-miles,2022,220.698328,986.052573,1504.430375
Hawaii,Waste/scrap,million ton-miles,2022,160.203226,688.00365,387.88325
Hawaii,Natural sands,million ton-miles,2022,74.313197,527.632151,199.786545
Hawaii,Gravel,million ton-miles,2022,67.053313,505.365863,156.353909
Hawaii,Other ag prods.,million ton-miles,2022,56.870592,424.107064,128.948772
Hawaii,Other foodstuffs,million ton-miles,2022,50.510569,415.952896,94.850239
Hawaii,Mixed freight,million ton-miles,2022,47.504077,388.503517,84.403481
Hawaii,Basic chemicals,million ton-miles,2022,36.824743,341.531936,77.6806
Idaho,Other ag prods.,million ton-miles,2022,2899.625352,2331.232788,11260.44701
Idaho,Coal-n.e.c.,million ton-miles,2022,2883.846876,1680.519856,5601.100329
Idaho,Cereal grains,million ton-miles,2022,2505.185259,1433.047795,5082.062712
Idaho,Logs,million ton-miles,2022,1707.391096,1243.693294,4482.605872
Idaho,Other foodstuffs,million ton-miles,2022,1080.324029,1022.900328,4403.421092
Idaho,Animal feed,million ton-miles,2022,746.174146,1015.339853,1652.245154
Idaho,Nonmetallic minerals,million ton-miles,2022,626.00123,857.355967,1490.139457
Idaho,Gravel,million ton-miles,2022,620.651325,792.176904,1348.821362
Idaho,Fertilizers,million ton-miles,2022,481.625426,743.029077,921.96793
Idaho,Waste/scrap,million ton-miles,2022,427.18106,658.732961,386.934675
Illinois,Cereal grains,million ton-miles,2022,16773.79942,56388.1185,36016.40483
Illinois,Other ag prods.,million ton-miles,2022,4853.679853,19779.44578,28709.05312
Illinois,Gravel,million ton-miles,2022,4634.143735,14597.01634,14504.94
Illinois,Gasoline,million ton-miles,2022,3562.985581,12797.29621,13657.70189
Illinois,Fuel oils,million ton-miles,2022,2653.901251,8968.382739,13641.54026
Illinois,Animal feed,million ton-miles,2022,2243.640092,8459.864308,13565.46805
Illinois,Coal-n.e.c.,million ton-miles,2022,2176.074648,8363.999258,12289.37517
Illinois,Nonmetal min. prods.,million ton-miles,2022,2151.191519,7488.619827,10466.96481
Illinois,Fertilizers,million ton-miles,2022,1168.880557,6623.058981,8774.056685
Illinois,Other foodstuffs,million ton-miles,2022,1130.693964,6057.309726,8548.837507
Indiana,Gravel,million ton-miles,2022,5071.402082,27997.03393,13457.20613
Indiana,Cereal grains,million ton-miles,2022,4616.629296,12317.87177,12352.58931
Indiana,Coal-n.e.c.,million ton-miles,2022,2330.982794,12188.38766,10887.81377
Indiana,Other ag prods.,million ton-miles,2022,1701.111538,7148.460609,7527.871002
Indiana,Coal,million ton-miles,2022,1626.736003,5219.264272,7299.858548
Indiana,Nonmetal min. prods.,million ton-miles,2022,1231.748868,5044.732788,6282.364811
Indiana,Base metals,million ton-miles,2022,1046.566198,4528.825648,5379.160582
Indiana,Gasoline,million ton-miles,2022,861.800131,4010.359917,3549.359717
Indiana,Waste/scrap,million ton-miles,2022,808.125089,3668.623451,3115.890315
Indiana,Other foodstuffs,million ton-miles,2022,786.276483,3352.44957,3079.464679
Iowa,Cereal grains,million ton-miles,2022,19959.67976,12725.8545,17957.45665
Iowa,Gravel,million ton-miles,2022,5699.842956,7423.64964,15412.09502
Iowa,Animal feed,million ton-miles,2022,4705.059097,3570.192206,13486.63517
Iowa,Other ag prods.,million ton-miles,2022,3301.724918,3535.510044,12344.1048
Iowa,Nonmetal min. prods.,million ton-miles,2022,1698.25669,2534.952301,9338.743916
Iowa,Fertilizers,million ton-miles,2022,1500.773895,2039.562072,6734.432883
Iowa,Coal-n.e.c.,million ton-miles,2022,1326.865658,2027.076394,3416.471975
Iowa,Other foodstuffs,million ton-miles,2022,1325.87285,1974.852179,3401.633354
Iowa,Live animals/fish,million ton-miles,2022,1262.887185,1812.402045,3129.742875
Iowa,Waste/scrap,million ton-miles,2022,548.891194,1800.633862,2912.281342
Kansas,Cereal grains,million ton-miles,2022,13888.14461,11003.19838,14148.57592
Kansas,Fuel oils,million ton-miles,2022,2211.346159,9969.268482,13339.17851
Kansas,Gravel,million ton-miles,2022,2105.184002,2570.727321,4281.539628
Kansas,Other ag prods.,million ton-miles,2022,1960.873295,2486.82446,2836.873842
Kansas,Coal-n.e.c.,million ton-miles,2022,1699.822649,2432.384311,2761.934058
Kansas,Nonmetal min. prods.,million ton-miles,2022,1456.236478,1731.500879,2389.247317
Kansas,Gasoline,million ton-miles,2022,1373.590196,1513.370149,1759.394524
Kansas,Fertilizers,million ton-miles,2022,950.923393,1429.685004,1577.46046
Kansas,Animal feed,million ton-miles,2022,801.600211,1341.020154,1456.540322
Kansas,Natural sands,million ton-miles,2022,656.651471,1221.037051,1436.53968
Kentucky,Coal,million ton-miles,2022,3065.503295,20574.78739,13836.96205
Kentucky,Gravel,million ton-miles,2022,2898.376163,10647.63249,9330.991428
Kentucky,Cereal grains,million ton-miles,2022,1407.147702,9427.904096,6403.873508
Kentucky,Coal-n.e.c.,million ton-miles,2022,838.776896,5208.686101,4162.527716
Kentucky,Gasoline,million ton-miles,2022,792.703963,3284.314113,3455.563496
Kentucky,Waste/scrap,million ton-miles,2022,781.056769,2602.626855,2757.962743
Kentucky,Logs,million ton-miles,2022,779.326934,2499.676147,2564.365506
Kentucky,Fuel oils,million ton-miles,2022,555.696774,2335.639621,2265.140474
Kentucky,Nonmetal min. prods.,million ton-miles,2022,500.382544,2185.165717,2012.569685
Kentucky,Other ag prods.,million ton-miles,2022,418.472393,1563.971375,1797.773622
Louisiana,Coal-n.e.c.,million ton-miles,2022,9302.372354,93055.70599,32883.07162
Louisiana,Fuel oils,million ton-miles,2022,8508.397545,51434.88173,29162.88487
Louisiana,Crude petroleum,million ton-miles,2022,7735.78386,42334.16376,19461.89041
Louisiana,Other ag prods.,million ton-miles,2022,6602.016614,31463.07727,18460.17642
Louisiana,Cereal grains,million ton-miles,2022,3604.179458,14077.72799,10168.34651
Louisiana,Gasoline,million ton-miles,2022,3484.536705,7453.056743,8507.597695
Louisiana,Basic chemicals,million ton-miles,2022,3296.54243,6385.174703,7844.212551
Louisiana,Gravel,million ton-miles,2022,2682.068033,6328.885957,7694.920289
Louisiana,Logs,million ton-miles,2022,1657.425648,5740.445416,7017.693202
Louisiana,Nonmetal min. prods.,million ton-miles,2022,1596.393186,4181.755026,5466.022058
Maine,Logs,million ton-miles,2022,2049.639249,911.285514,2712.976058
Maine,Gravel,million ton-miles,2022,390.734972,658.246122,2228.171434
Maine,Nonmetal min. prods.,million ton-miles,2022,381.059956,464.839269,1150.312903
Maine,Coal-n.e.c.,million ton-miles,2022,321.382567,435.24072,548.330614
Maine,Fuel oils,million ton-miles,2022,311.769708,288.258812,477.658219
Maine,Gasoline,million ton-miles,2022,289.177591,261.249901,444.09097
Maine,Wood prods.,million ton-miles,2022,214.104905,242.459821,425.327696
Maine,Other foodstuffs,million ton-miles,2022,146.51113,234.831353,413.213226
Maine,Basic chemicals,million ton-miles,2022,145.217339,229.933122,278.404275
Maine,Waste/scrap,million ton-miles,2022,139.825998,216.617466,234.766565
Maryland,Gravel,million ton-miles,2022,1809.115879,4230.950427,2656.492279
