State,Trade_Type,Domestic_Mode,Field,Value,Unit,Year
California,Import,Multiple modes & mail,tons_in,4014.477626,thousand tons,2012
California,Import,No domestic mode,tons_within,37053.544,thousand tons,2012
California,Import,No domestic mode,tons_out,0,thousand tons,2012
California,Import,No domestic mode,tons_in,0,thousand tons,2012
California,Import,Other and unknown,tons_within,554.6695,thousand tons,2012
California,Import,Other and unknown,tons_out,62.7962,thousand tons,2012
California,Import,Other and unknown,tons_in,52.7339,thousand tons,2012
California,Import,Pipeline,tons_within,5539.253301,thousand tons,2012
California,Import,Pipeline,tons_out,717.930672,thousand tons,2012
California,Import,Pipeline,tons_in,167.01193,thousand tons,2012
California,Import,Rail,tons_within,490.35967,thousand tons,2012
California,Import,Rail,tons_out,1518.137466,thousand tons,2012
California,Import,Rail,tons_in,7332.59527,thousand tons,2012
California,Import,Truck,tons_within,41300.33984,thousand tons,2012
California,Import,Truck,tons_out,2603.648572,thousand tons,2012
California,Import,Truck,tons_in,4843.366198,thousand tons,2012
California,Import,Water,tons_within,8067.948209,thousand tons,2012
California,Import,Water,tons_out,12.503736,thousand tons,2012
California,Import,Water,tons_in,26.506008,thousand tons,2012
Colorado,Domestic Only,Air (include truck-air),tons_within,0,thousand tons,2012
Colorado,Domestic Only,Air (include truck-air),tons_out,37.8157,thousand tons,2012
Colorado,Domestic Only,Air (include truck-air),tons_in,27.898902,thousand tons,2012
Colorado,Domestic Only,Multiple modes & mail,tons_within,3173.0057,thousand tons,2012
Colorado,Domestic Only,Multiple modes & mail,tons_out,2796.538878,thousand tons,2012
Colorado,Domestic Only,Multiple modes & mail,tons_in,2891.06258,thousand tons,2012
Colorado,Domestic Only,Pipeline,tons_within,29504.322,thousand tons,2012
Colorado,Domestic Only,Pipeline,tons_out,60167.6862,thousand tons,2012
Colorado,Domestic Only,Pipeline,tons_in,35590.1643,thousand tons,2012
Colorado,Domestic Only,Rail,tons_within,15114.862,thousand tons,2012
Colorado,Domestic Only,Rail,tons_out,15712.5339,thousand tons,2012
Colorado,Domestic Only,Rail,tons_in,26545.8805,thousand tons,2012
Colorado,Domestic Only,Truck,tons_within,146119.1473,thousand tons,2012
Colorado,Domestic Only,Truck,tons_out,26801.17424,thousand tons,2012
Colorado,Domestic Only,Truck,tons_in,19313.51076,thousand tons,2012
Colorado,Export,Air (include truck-air),tons_within,0.447243,thousand tons,2012
Colorado,Export,Air (include truck-air),tons_out,26.582991,thousand tons,2012
Colorado,Export,Air (include truck-air),tons_in,2.38,thousand tons,2012
Colorado,Export,Multiple modes & mail,tons_within,0,thousand tons,2012
Colorado,Export,Multiple modes & mail,tons_out,261.469893,thousand tons,2012
Colorado,Export,Multiple modes & mail,tons_in,0,thousand tons,2012
Colorado,Export,Other and unknown,tons_within,0.042,thousand tons,2012
Colorado,Export,Other and unknown,tons_out,1.701077,thousand tons,2012
Colorado,Export,Other and unknown,tons_in,0,thousand tons,2012
Colorado,Export,Pipeline,tons_within,0,thousand tons,2012
Colorado,Export,Pipeline,tons_out,23.115765,thousand tons,2012
Colorado,Export,Pipeline,tons_in,0,thousand tons,2012
Colorado,Export,Rail,tons_within,0,thousand tons,2012
Colorado,Export,Rail,tons_out,734.856537,thousand tons,2012
Colorado,Export,Rail,tons_in,0,thousand tons,2012
Colorado,Export,Truck,tons_within,5.953155,thousand tons,2012
Colorado,Export,Truck,tons_out,799.434717,thousand tons,2012
Colorado,Export,Truck,tons_in,0,thousand tons,2012
Colorado,Import,Air (include truck-air),tons_within,0.819022,thousand tons,2012
Colorado,Import,Air (include truck-air),tons_out,3.4372,thousand tons,2012
Colorado,Import,Air (include truck-air),tons_in,24.983171,thousand tons,2012
Colorado,Import,Multiple modes & mail,tons_within,0.0001,thousand tons,2012
Colorado,Import,Multiple modes & mail,tons_out,0,thousand tons,2012
Colorado,Import,Multiple modes & mail,tons_in,599.248138,thousand tons,2012
Colorado,Import,Other and unknown,tons_within,8.2388,thousand tons,2012
Colorado,Import,Other and unknown,tons_out,0.7953,thousand tons,2012
Colorado,Import,Other and unknown,tons_in,3.8695,thousand tons,2012
Colorado,Import,Pipeline,tons_within,0,thousand tons,2012
Colorado,Import,Pipeline,tons_out,0,thousand tons,2012
Colorado,Import,Pipeline,tons_in,932.0683,thousand tons,2012
Colorado,Import,Rail,tons_within,0,thousand tons,2012
Colorado,Import,Rail,tons_out,0,thousand tons,2012
Colorado,Import,Rail,tons_in,857.68319,thousand tons,2012
Colorado,Import,Truck,tons_within,10.651878,thousand tons,2012
Colorado,Import,Truck,tons_out,0.0025,thousand tons,2012
Colorado,Import,Truck,tons_in,499.966267,thousand tons,2012
Connecticut,Domestic Only,Air (include truck-air),tons_within,0,thousand tons,2012
Connecticut,Domestic Only,Air (include truck-air),tons_out,15.318104,thousand tons,2012
Connecticut,Domestic Only,Air (include truck-air),tons_in,14.653702,thousand tons,2012
Connecticut,Domestic Only,Multiple modes & mail,tons_within,597.9903,thousand tons,2012
Connecticut,Domestic Only,Multiple modes & mail,tons_out,1128.692734,thousand tons,2012
Connecticut,Domestic Only,Multiple modes & mail,tons_in,2533.239801,thousand tons,2012
Connecticut,Domestic Only,Pipeline,tons_within,72.7907,thousand tons,2012
Connecticut,Domestic Only,Pipeline,tons_out,7225.5952,thousand tons,2012
Connecticut,Domestic Only,Pipeline,tons_in,11505.5568,thousand tons,2012
Connecticut,Domestic Only,Rail,tons_within,604.5947,thousand tons,2012
Connecticut,Domestic Only,Rail,tons_out,2560.156215,thousand tons,2012
Connecticut,Domestic Only,Rail,tons_in,810.6698,thousand tons,2012
Connecticut,Domestic Only,Truck,tons_within,67899.90332,thousand tons,2012
Connecticut,Domestic Only,Truck,tons_out,34836.04149,thousand tons,2012
Connecticut,Domestic Only,Truck,tons_in,23676.39363,thousand tons,2012
Connecticut,Domestic Only,Water,tons_within,27.792,thousand tons,2012
Connecticut,Domestic Only,Water,tons_out,121.951,thousand tons,2012
Connecticut,Domestic Only,Water,tons_in,604.7738,thousand tons,2012
Connecticut,Export,Air (include truck-air),tons_within,0.6461,thousand tons,2012
Connecticut,Export,Air (include truck-air),tons_out,51.177899,thousand tons,2012
Connecticut,Export,Air (include truck-air),tons_in,0.0917,thousand tons,2012
Connecticut,Export,Multiple modes & mail,tons_within,0,thousand tons,2012
Connecticut,Export,Multiple modes & mail,tons_out,89.031619,thousand tons,2012
Connecticut,Export,Multiple modes & mail,tons_in,0,thousand tons,2012
Connecticut,Export,Other and unknown,tons_within,0.2234,thousand tons,2012
Connecticut,Export,Other and unknown,tons_out,2.2575,thousand tons,2012
Connecticut,Export,Other and unknown,tons_in,0.0017,thousand tons,2012
Connecticut,Export,Pipeline,tons_within,0,thousand tons,2012
Connecticut,Export,Pipeline,tons_out,38.93581,thousand tons,2012
Connecticut,Export,Pipeline,tons_in,0,thousand tons,2012
Connecticut,Export,Rail,tons_within,0,thousand tons,2012
Connecticut,Export,Rail,tons_out,949.65665,thousand tons,2012
Connecticut,Export,Rail,tons_in,0,thousand tons,2012
Connecticut,Export,Truck,tons_within,0.3712,thousand tons,2012
Connecticut,Export,Truck,tons_out,832.356214,thousand tons,2012
Connecticut,Export,Truck,tons_in,0,thousand tons,2012
Connecticut,Export,Water,tons_within,676.8546,thousand tons,2012
Connecticut,Export,Water,tons_out,249.544718,thousand tons,2012
Connecticut,Export,Water,tons_in,0,thousand tons,2012
Connecticut,Import,Air (include truck-air),tons_within,0.4653,thousand tons,2012
Connecticut,Import,Air (include truck-air),tons_out,0.3755,thousand tons,2012
Connecticut,Import,Air (include truck-air),tons_in,41.494482,thousand tons,2012
Connecticut,Import,Multiple modes & mail,tons_within,0.2419,thousand tons,2012
Connecticut,Import,Multiple modes & mail,tons_out,2.0069,thousand tons,2012
Connecticut,Import,Multiple modes & mail,tons_in,228.075578,thousand tons,2012
Connecticut,Import,Other and unknown,tons_within,0.1867,thousand tons,2012
Connecticut,Import,Other and unknown,tons_out,0.1084,thousand tons,2012
Connecticut,Import,Other and unknown,tons_in,385.6603,thousand tons,2012
Connecticut,Import,Pipeline,tons_within,2.3581,thousand tons,2012
Connecticut,Import,Pipeline,tons_out,0,thousand tons,2012
Connecticut,Import,Pipeline,tons_in,1808.3012,thousand tons,2012
Connecticut,Import,Rail,tons_within,0,thousand tons,2012
Connecticut,Import,Rail,tons_out,39.7135,thousand tons,2012
Connecticut,Import,Rail,tons_in,531.394986,thousand tons,2012
Connecticut,Import,Truck,tons_within,3300.9591,thousand tons,2012
Connecticut,Import,Truck,tons_out,112.3286,thousand tons,2012
Connecticut,Import,Truck,tons_in,1997.291899,thousand tons,2012
