State,Trade_Type,Domestic_Mode,Unit,Year,Units_Within,Units_In,Units_Out
Maine,Export,Multiple modes & mail,thousand tons,2012,65.2669,21.7145,31.29613
Maine,Export,Other and unknown,thousand tons,2012,8.779,0.6097,0.6026
Maine,Export,Pipeline,thousand tons,2012,119.0833,38.2731,0
Maine,Export,Rail,thousand tons,2012,327.4427,213.71225,78.7214
Maine,Export,Truck,thousand tons,2012,1796.6019,762.350193,364.235757
Maine,Export,Water,thousand tons,2012,62.2309,35.4484,108.994689
Maine,Import,Air (include truck-air),thousand tons,2012,0,2.258888,0.067018
Maine,Import,Multiple modes & mail,thousand tons,2012,34.803,38.997415,159.055443
Maine,Import,Other and unknown,thousand tons,2012,2.7899,1.7686,0.5544
Maine,Import,Pipeline,thousand tons,2012,1732.4601,1003.1601,0
Maine,Import,Rail,thousand tons,2012,316.4096,477.39806,961.015044
Maine,Import,Truck,thousand tons,2012,1936.0781,252.471675,2959.833643
Maine,Import,Water,thousand tons,2012,179.8894,53.891384,2692.8112
Maryland,Domestic Only,Air (include truck-air),thousand tons,2012,0,44.7643,19.091903
Maryland,Domestic Only,Multiple modes & mail,thousand tons,2012,87.6921,1368.571879,2431.151392
Maryland,Domestic Only,Pipeline,thousand tons,2012,22.4815,14971.193,11461.1099
Maryland,Domestic Only,Rail,thousand tons,2012,811.426747,14303.792,3443.382396
Maryland,Domestic Only,Truck,thousand tons,2012,92354.37551,38964.82335,36938.70241
Maryland,Domestic Only,Water,thousand tons,2012,62.204,193.409,776.359
Maryland,Export,Air (include truck-air),thousand tons,2012,0.026246,0.698801,35.947123
Maryland,Export,Multiple modes & mail,thousand tons,2012,9.380306,660.434545,69.381774
Maryland,Export,Other and unknown,thousand tons,2012,0.0026,0,1.8547
Maryland,Export,Rail,thousand tons,2012,120.0252,13956.5786,1009.543962
Maryland,Export,Truck,thousand tons,2012,2834.745577,6460.145871,990.036441
Maryland,Export,Water,thousand tons,2012,1.947982,359.261413,109.939637
Maryland,Import,Air (include truck-air),thousand tons,2012,0.020404,23.969887,0.613652
Maryland,Import,Multiple modes & mail,thousand tons,2012,79.112252,124.130129,414.014087
Maryland,Import,Other and unknown,thousand tons,2012,2.5288,11.787,15.4384
Maryland,Import,Pipeline,thousand tons,2012,63.1508,0,0
Maryland,Import,Rail,thousand tons,2012,739.2453,535.865088,982.734556
Maryland,Import,Truck,thousand tons,2012,6534.299009,858.581273,4324.978663
Maryland,Import,Water,thousand tons,2012,118.922026,24.804792,347.792409
Massachusetts,Domestic Only,Air (include truck-air),thousand tons,2012,0,216.155004,99.577211
Massachusetts,Domestic Only,Multiple modes & mail,thousand tons,2012,125.9937,1963.019449,813.515943
Massachusetts,Domestic Only,Pipeline,thousand tons,2012,16.1994,8033.5123,1818.5257
Massachusetts,Domestic Only,Rail,thousand tons,2012,281.8364,3967.8798,447.986771
Massachusetts,Domestic Only,Truck,thousand tons,2012,107999.2564,41701.31697,30341.12928
Massachusetts,Export,Air (include truck-air),thousand tons,2012,0.065579,12.668295,103.04839
Massachusetts,Export,Multiple modes & mail,thousand tons,2012,8.022186,15.562245,89.237167
Massachusetts,Export,Other and unknown,thousand tons,2012,0.3162,1.29,3.0859
Massachusetts,Export,Rail,thousand tons,2012,2.9536,86.2622,131.508604
Massachusetts,Export,Truck,thousand tons,2012,1437.020644,166.030279,1307.519569
Massachusetts,Export,Water,thousand tons,2012,0.5983,9.640083,338.702181
Massachusetts,Import,Air (include truck-air),thousand tons,2012,0.024676,48.938737,9.532247
Massachusetts,Import,Multiple modes & mail,thousand tons,2012,13.462293,304.674856,74.773937
Massachusetts,Import,Other and unknown,thousand tons,2012,1.6706,12.6089,1.5211
Massachusetts,Import,Pipeline,thousand tons,2012,152.06779,537.4044,1808.3012
Massachusetts,Import,Rail,thousand tons,2012,89.4117,1253.11466,630.8481
Massachusetts,Import,Truck,thousand tons,2012,4744.954912,2784.933497,487.628022
Massachusetts,Import,Water,thousand tons,2012,171.4692,417.795407,3071.805474
Michigan,Domestic Only,Air (include truck-air),thousand tons,2012,0.0495,26.926699,100.154403
Michigan,Domestic Only,Multiple modes & mail,thousand tons,2012,4791.3319,5377.450215,9433.114077
Michigan,Domestic Only,Pipeline,thousand tons,2012,8675.4858,39860.2331,4417.2909
Michigan,Domestic Only,Rail,thousand tons,2012,25097.6076,34323.5253,11082.3072
Michigan,Domestic Only,Truck,thousand tons,2012,157482.6542,56136.31804,59543.38858
Michigan,Domestic Only,Water,thousand tons,2012,7679.245,50.4074,21033.5665
Michigan,Export,Air (include truck-air),thousand tons,2012,1.22622,129.392957,72.868731
Michigan,Export,Multiple modes & mail,thousand tons,2012,443.105087,2093.847815,1542.142268
Michigan,Export,Other and unknown,thousand tons,2012,109.1209,14.44,460.9725
Michigan,Export,Pipeline,thousand tons,2012,1087.042972,20009.61674,3199.5304
Michigan,Export,Rail,thousand tons,2012,1735.680706,12564.6751,1383.184717
Michigan,Export,Truck,thousand tons,2012,6914.410127,22379.75554,2395.962243
Michigan,Export,Water,thousand tons,2012,3290.734,833.81438,370.835803
Michigan,Import,Air (include truck-air),thousand tons,2012,1.774499,83.014466,9.821087
Michigan,Import,Multiple modes & mail,thousand tons,2012,858.083761,693.283267,650.03027
Michigan,Import,Other and unknown,thousand tons,2012,37.3357,7.097291,72.6179
Michigan,Import,Pipeline,thousand tons,2012,3731.0575,1792.934,7172.584954
Michigan,Import,Rail,thousand tons,2012,3199.784082,4120.143536,14747.09292
Michigan,Import,Truck,thousand tons,2012,10975.73231,3169.741907,12091.78299
Michigan,Import,Water,thousand tons,2012,2365.053698,818.31043,122.14566
Minnesota,Domestic Only,Air (include truck-air),thousand tons,2012,0,26.802303,26.953708
Minnesota,Domestic Only,Multiple modes & mail,thousand tons,2012,309.8427,4234.660474,18112.88887
Minnesota,Domestic Only,Pipeline,thousand tons,2012,200.3031,51445.7023,28831.8739
Minnesota,Domestic Only,Rail,thousand tons,2012,10308.1152,35129.7406,60474.0759
Minnesota,Domestic Only,Truck,thousand tons,2012,226151.6872,60807.51884,61094.94297
Minnesota,Domestic Only,Water,thousand tons,2012,0,8978.6757,8621.388
Minnesota,Export,Air (include truck-air),thousand tons,2012,0.030653,7.095697,83.552854
Minnesota,Export,Multiple modes & mail,thousand tons,2012,0.000003,0.137346,800.376129
Minnesota,Export,Other and unknown,thousand tons,2012,1.81776,0.7454,0.926844
Minnesota,Export,Pipeline,thousand tons,2012,0,0,205.6297
Minnesota,Export,Rail,thousand tons,2012,0,0,7990.677684
Minnesota,Export,Truck,thousand tons,2012,7.145468,0.026601,2894.601554
Minnesota,Export,Water,thousand tons,2012,0,0,706.69143
Minnesota,Import,Air (include truck-air),thousand tons,2012,0.2596,27.882885,3.498726
Minnesota,Import,Multiple modes & mail,thousand tons,2012,0,1953.039502,0
Minnesota,Import,Other and unknown,thousand tons,2012,15.409774,2.60569,7.0341
Minnesota,Import,Pipeline,thousand tons,2012,0,16936.0736,0
Minnesota,Import,Rail,thousand tons,2012,0,5601.699732,0
Minnesota,Import,Truck,thousand tons,2012,14.828635,1917.552922,0.0905
Minnesota,Import,Water,thousand tons,2012,0,453.3243,0
Mississippi,Domestic Only,Air (include truck-air),thousand tons,2012,0,21.0331,7.7946
Mississippi,Domestic Only,Multiple modes & mail,thousand tons,2012,42.5362,2619.112836,2503.999575
Mississippi,Domestic Only,Pipeline,thousand tons,2012,3965.9698,128303.9087,108005.6333
Mississippi,Domestic Only,Rail,thousand tons,2012,760.664,10115.5508,5593.5411
Mississippi,Domestic Only,Truck,thousand tons,2012,116889.2846,48836.15313,33793.20176
Mississippi,Domestic Only,Water,thousand tons,2012,552.187,3258.0294,1067.2848
Mississippi,Export,Air (include truck-air),thousand tons,2012,0,0.0065,11.772174
Mississippi,Export,Multiple modes & mail,thousand tons,2012,4.013409,23.698853,171.503891
Mississippi,Export,Other and unknown,thousand tons,2012,0,0,1.654
Mississippi,Export,Pipeline,thousand tons,2012,11.6417,0.033,0
Mississippi,Export,Rail,thousand tons,2012,326.125,65.180871,817.225321
Mississippi,Export,Truck,thousand tons,2012,5037.1786,473.518827,1761.948664
Mississippi,Export,Water,thousand tons,2012,389.694332,93.756983,305.015644
Mississippi,Import,Air (include truck-air),thousand tons,2012,0,15.153317,0.132802
Mississippi,Import,Multiple modes & mail,thousand tons,2012,0.0179,657.299625,8.302799
Mississippi,Import,No domestic mode,thousand tons,2012,15566.4818,0,0
Mississippi,Import,Other and unknown,thousand tons,2012,0.0009,4.0857,0.0136
Mississippi,Import,Pipeline,thousand tons,2012,0,54.451,0
Mississippi,Import,Rail,thousand tons,2012,1.8444,379.36548,555.3685
Mississippi,Import,Truck,thousand tons,2012,1030.2618,845.610259,157.292496
Mississippi,Import,Water,thousand tons,2012,1310.9579,1155.245307,74.141502
Missouri,Domestic Only,Air (include truck-air),thousand tons,2012,0.1216,22.833902,21.597402
Missouri,Domestic Only,Multiple modes & mail,thousand tons,2012,2608.86255,10331.55523,6331.951318
Missouri,Domestic Only,Pipeline,thousand tons,2012,6.1472,39372.9026,29968.1639
Missouri,Domestic Only,Rail,thousand tons,2012,3857.4931,52910.363,9652.1946
Missouri,Domestic Only,Truck,thousand tons,2012,138539.707,61889.64128,59379.93531
Missouri,Domestic Only,Water,thousand tons,2012,1820.0539,5933.543,9973.5037
Missouri,Export,Air (include truck-air),thousand tons,2012,0.1322,0.0681,36.436501
Missouri,Export,Multiple modes & mail,thousand tons,2012,0,0,1003.360764
Missouri,Export,Other and unknown,thousand tons,2012,2.0422,1.6343,10.681119
Missouri,Export,Rail,thousand tons,2012,0,0,8128.167304
Missouri,Export,Truck,thousand tons,2012,0.072,0.0012,3333.554914
Missouri,Export,Water,thousand tons,2012,0,0,4.420771
Missouri,Import,Air (include truck-air),thousand tons,2012,6.195842,34.556264,5.513905
Missouri,Import,Multiple modes & mail,thousand tons,2012,0,1543.511418,0
Missouri,Import,Other and unknown,thousand tons,2012,21.424425,14.1906,19.959502
Missouri,Import,Pipeline,thousand tons,2012,0,171.6145,0
Missouri,Import,Rail,thousand tons,2012,0,1729.219949,0
Missouri,Import,Truck,thousand tons,2012,6.4597,1387.116955,0.396995
Missouri,Import,Water,thousand tons,2012,0,25.902353,0
Montana,Domestic Only,Air (include truck-air),thousand tons,2012,0,4.136002,4.104
Montana,Domestic Only,Multiple modes & mail,thousand tons,2012,20.9408,289.588554,868.9596
Montana,Domestic Only,Pipeline,thousand tons,2012,6982.1097,4117.9485,18229.5599
Montana,Domestic Only,Rail,thousand tons,2012,3551.983,4658.965,44187.4113
Montana,Domestic Only,Truck,thousand tons,2012,29190.71217,9708.549127,14546.7359
Montana,Export,Air (include truck-air),thousand tons,2012,0.0813,1.200792,1.951571
Montana,Export,Multiple modes & mail,thousand tons,2012,0.000001,0.980734,1400.78024
Montana,Export,Other and unknown,thousand tons,2012,0.0133,7.9558,0.0782
Montana,Export,Pipeline,thousand tons,2012,0,98.0763,0.93228
Montana,Export,Rail,thousand tons,2012,133.699,1838.475074,1671.244674
Montana,Export,Truck,thousand tons,2012,354.398397,3632.708311,323.231276
Montana,Import,Air (include truck-air),thousand tons,2012,0,0.944572,0.020657
Montana,Import,Multiple modes & mail,thousand tons,2012,0.0033,42.425406,0.3689
Montana,Import,Other and unknown,thousand tons,2012,0.3426,0.5427,5.0789
Montana,Import,Pipeline,thousand tons,2012,25307.6914,2362.9146,7113.1674
Montana,Import,Rail,thousand tons,2012,184.8978,137.877879,3725.291296
Montana,Import,Truck,thousand tons,2012,889.5217,78.63482,1572.107035
Nebraska,Domestic Only,Air (include truck-air),thousand tons,2012,0,5.792403,8.952
Nebraska,Domestic Only,Multiple modes & mail,thousand tons,2012,85.2733,904.284195,4724.5104
Nebraska,Domestic Only,Pipeline,thousand tons,2012,32.6363,46021.3409,43767.7409
Nebraska,Domestic Only,Rail,thousand tons,2012,18417.9391,19508.2187,31118.6897
Nebraska,Domestic Only,Truck,thousand tons,2012,127941.9418,45689.21458,28698.34582
Nebraska,Export,Air (include truck-air),thousand tons,2012,0.0006,0.0029,12.368223
Nebraska,Export,Multiple modes & mail,thousand tons,2012,0,0,202.609396
Nebraska,Export,Other and unknown,thousand tons,2012,0,0,0.5492
Nebraska,Export,Pipeline,thousand tons,2012,0,0,371.8134
Nebraska,Export,Rail,thousand tons,2012,0,0,2625.3318
Nebraska,Export,Truck,thousand tons,2012,0.001,0,1143.448868
Nebraska,Export,Water,thousand tons,2012,0,0,0.180292
Nebraska,Import,Air (include truck-air),thousand tons,2012,0.2523,4.983118,0.4932
Nebraska,Import,Multiple modes & mail,thousand tons,2012,0,285.821367,0
Nebraska,Import,Other and unknown,thousand tons,2012,0.3668,1.9728,17.1382
Nebraska,Import,Pipeline,thousand tons,2012,0,64.263,0
Nebraska,Import,Rail,thousand tons,2012,0,821.173133,0
Nebraska,Import,Truck,thousand tons,2012,0.7353,299.552263,0.0008
Nebraska,Import,Water,thousand tons,2012,0,0.000022,0
Nevada,Domestic Only,Air (include truck-air),thousand tons,2012,0.0256,13.105601,18.410601
Nevada,Domestic Only,Multiple modes & mail,thousand tons,2012,18.068135,2182.184972,445.388712
Nevada,Domestic Only,Pipeline,thousand tons,2012,1.1177,22937.8309,17822.0099
Nevada,Domestic Only,Rail,thousand tons,2012,50.2316,2982.8904,653.0697
Nevada,Domestic Only,Truck,thousand tons,2012,39711.40789,17959.60861,11400.25762
Nevada,Export,Air (include truck-air),thousand tons,2012,0.1224,4.1705,15.20676
Nevada,Export,Multiple modes & mail,thousand tons,2012,0,0,71.508396
Nevada,Export,Other and unknown,thousand tons,2012,0.0053,0.0069,6.0448
Nevada,Export,Pipeline,thousand tons,2012,0,0,2503.01714
Nevada,Export,Rail,thousand tons,2012,0,0,3270.837928
Nevada,Export,Truck,thousand tons,2012,0.2004,0.0007,666.002923
Nevada,Import,Air (include truck-air),thousand tons,2012,0.1701,8.807349,0.7705
Nevada,Import,Multiple modes & mail,thousand tons,2012,0.0005,90.282847,0
Nevada,Import,Other and unknown,thousand tons,2012,0.8627,1.0802,0.028
Nevada,Import,Rail,thousand tons,2012,0,383.796647,0
Nevada,Import,Truck,thousand tons,2012,1.9403,596.657277,0
New Hampshire,Domestic Only,Air (include truck-air),thousand tons,2012,0,6.583311,8.455507
New Hampshire,Domestic Only,Multiple modes & mail,thousand tons,2012,14.2911,386.799003,208.546054
New Hampshire,Domestic Only,Pipeline,thousand tons,2012,0.0094,1811.894,1345.8203
New Hampshire,Domestic Only,Rail,thousand tons,2012,0.0001,318.4873,0
New Hampshire,Domestic Only,Truck,thousand tons,2012,22841.60633,17730.50576,10233.35496
New Hampshire,Export,Air (include truck-air),thousand tons,2012,0.0116,0.0446,18.641185
New Hampshire,Export,Multiple modes & mail,thousand tons,2012,0.0045,0.214903,17.807343
New Hampshire,Export,Other and unknown,thousand tons,2012,0,0,3.3766
New Hampshire,Export,Pipeline,thousand tons,2012,0,0,42.7773
New Hampshire,Export,Rail,thousand tons,2012,3.8082,11.4933,9.109716
New Hampshire,Export,Truck,thousand tons,2012,208.2276,0.035572,425.968473
New Hampshire,Export,Water,thousand tons,2012,24.3853,6.4457,67.496927
New Hampshire,Import,Air (include truck-air),thousand tons,2012,0,10.364211,0
New Hampshire,Import,Multiple modes & mail,thousand tons,2012,0.660261,54.064713,15.417413
New Hampshire,Import,Other and unknown,thousand tons,2012,0,1.2297,0
New Hampshire,Import,Pipeline,thousand tons,2012,0,40.8933,0
New Hampshire,Import,Rail,thousand tons,2012,114.9837,1569.566833,0.5178
New Hampshire,Import,Truck,thousand tons,2012,1305.2606,1496.000504,36.408636
New Hampshire,Import,Water,thousand tons,2012,0.0158,6730.618996,54.8054
New Jersey,Domestic Only,Air (include truck-air),thousand tons,2012,0,35.986196,93.178111
New Jersey,Domestic Only,Multiple modes & mail,thousand tons,2012,306.3935,4287.113743,1500.633455
New Jersey,Domestic Only,Pipeline,thousand tons,2012,13789.1948,31135.3337,16450.4272
New Jersey,Domestic Only,Rail,thousand tons,2012,839.7244,13394.2361,2392.521498
New Jersey,Domestic Only,Truck,thousand tons,2012,140875.7801,62795.94721,80171.35158
New Jersey,Domestic Only,Water,thousand tons,2012,3827.7857,1065.7248,3081.162
New Jersey,Export,Air (include truck-air),thousand tons,2012,0.00471,30.447212,116.861628
New Jersey,Export,Multiple modes & mail,thousand tons,2012,8.706944,414.412765,216.247974
New Jersey,Export,Other and unknown,thousand tons,2012,0.4385,4.8244,60.84984
New Jersey,Export,Pipeline,thousand tons,2012,161.0355,35.6038,78.182
New Jersey,Export,Rail,thousand tons,2012,76.94181,2068.064786,899.898358
New Jersey,Export,Truck,thousand tons,2012,10171.27294,1881.188807,4032.064242
New Jersey,Export,Water,thousand tons,2012,172.611175,148.680905,1908.84158
New Jersey,Import,Air (include truck-air),thousand tons,2012,0.005849,145.637296,14.39973
New Jersey,Import,Multiple modes & mail,thousand tons,2012,82.983291,1639.027515,5344.007539
New Jersey,Import,No domestic mode,thousand tons,2012,14280.5675,0,0
New Jersey,Import,Other and unknown,thousand tons,2012,18.2351,15.3833,40.6538
New Jersey,Import,Pipeline,thousand tons,2012,0,265.63619,0
New Jersey,Import,Rail,thousand tons,2012,702.69397,8403.678235,1858.483047
New Jersey,Import,Truck,thousand tons,2012,27873.3019,6466.637562,10677.34254
New Jersey,Import,Water,thousand tons,2012,22.345354,1375.328539,3622.958645
New Mexico,Domestic Only,Air (include truck-air),thousand tons,2012,0,8.439102,2.6985
New Mexico,Domestic Only,Multiple modes & mail,thousand tons,2012,40.6918,921.593517,667.0334
New Mexico,Domestic Only,Other and unknown,thousand tons,2012,6009.8818,0,0
New Mexico,Domestic Only,Pipeline,thousand tons,2012,23009.7434,15486.3054,38896.8071
New Mexico,Domestic Only,Rail,thousand tons,2012,12841.7862,1762.8665,2183.6133
New Mexico,Domestic Only,Truck,thousand tons,2012,33386.42248,15204.35461,7450.333727
New Mexico,Export,Air (include truck-air),thousand tons,2012,0.0013,0.020939,4.921223
New Mexico,Export,Multiple modes & mail,thousand tons,2012,0,0.005,10.81582
New Mexico,Export,Other and unknown,thousand tons,2012,1.4949,10.5065,0.227
New Mexico,Export,Pipeline,thousand tons,2012,0,0,2177.5319
New Mexico,Export,Rail,thousand tons,2012,0,0.118,303.35073
New Mexico,Export,Truck,thousand tons,2012,68.57751,226.620896,203.649011
New Mexico,Import,Air (include truck-air),thousand tons,2012,0.1011,8.025683,0.199722
New Mexico,Import,Multiple modes & mail,thousand tons,2012,0.0016,40.914609,0
New Mexico,Import,Other and unknown,thousand tons,2012,0.004,0.6675,0
New Mexico,Import,Pipeline,thousand tons,2012,0,200.0649,0
New Mexico,Import,Rail,thousand tons,2012,0,294.0632,0
New Mexico,Import,Truck,thousand tons,2012,211.54293,107.512787,533.495883
New York,Domestic Only,Air (include truck-air),thousand tons,2012,1.4209,74.538812,48.028805
New York,Domestic Only,Multiple modes & mail,thousand tons,2012,1046.15839,4981.01711,3217.390542
New York,Domestic Only,Pipeline,thousand tons,2012,1306.9531,34289.7383,17297.2558
New York,Domestic Only,Rail,thousand tons,2012,2194.947856,8014.536455,4588.277216
New York,Domestic Only,Truck,thousand tons,2012,318858.9572,86123.82522,64942.2526
New York,Domestic Only,Water,thousand tons,2012,0,1228.6033,3.4861
New York,Export,Air (include truck-air),thousand tons,2012,0.964216,422.076901,45.443067
New York,Export,Multiple modes & mail,thousand tons,2012,427.530987,131.982153,397.022292
New York,Export,Other and unknown,thousand tons,2012,33.497359,609.638536,16.7822
New York,Export,Pipeline,thousand tons,2012,1558.241,7282.303011,0
New York,Export,Rail,thousand tons,2012,1752.658,12699.31366,2647.782533
New York,Export,Truck,thousand tons,2012,5462.523998,17270.7611,7723.683129
New York,Export,Water,thousand tons,2012,5294.3438,3904.699294,1932.303407
New York,Import,Air (include truck-air),thousand tons,2012,4.849696,69.881673,314.825263
New York,Import,Multiple modes & mail,thousand tons,2012,288.510482,2455.205767,400.532369
New York,Import,Other and unknown,thousand tons,2012,31.4868,30.3933,49.7043
New York,Import,Pipeline,thousand tons,2012,7059.5965,0,6429.2687
New York,Import,Rail,thousand tons,2012,1264.25422,1256.233623,7915.94436
New York,Import,Truck,thousand tons,2012,6029.228146,10623.50665,9891.08394
New York,Import,Water,thousand tons,2012,1513.091488,3010.943553,1242.751243
North Carolina,Domestic Only,Air (include truck-air),thousand tons,2012,0.000001,33.2486,44.464613
North Carolina,Domestic Only,Multiple modes & mail,thousand tons,2012,505.206,4751.542603,5012.390633
North Carolina,Domestic Only,Pipeline,thousand tons,2012,277.84,18401.3607,10996.2844
North Carolina,Domestic Only,Rail,thousand tons,2012,2153.4538,45397.8415,6664.4176
North Carolina,Domestic Only,Truck,thousand tons,2012,206942.9738,58744.7007,65915.0989
North Carolina,Domestic Only,Water,thousand tons,2012,0,4949.3277,0
North Carolina,Export,Air (include truck-air),thousand tons,2012,2.686276,7.452274,82.17984
North Carolina,Export,Multiple modes & mail,thousand tons,2012,3.324923,32.240998,604.869668
North Carolina,Export,Other and unknown,thousand tons,2012,4.0149,2.4902,12.8825
North Carolina,Export,Pipeline,thousand tons,2012,4.7827,0,0
North Carolina,Export,Rail,thousand tons,2012,33.1215,500.3439,779.983498
North Carolina,Export,Truck,thousand tons,2012,1484.001075,656.379293,5273.512785
North Carolina,Export,Water,thousand tons,2012,1.24435,69.373111,76.492203
North Carolina,Import,Air (include truck-air),thousand tons,2012,9.140127,78.661967,13.441
North Carolina,Import,Multiple modes & mail,thousand tons,2012,17.252093,1367.716146,288.838015
North Carolina,Import,Other and unknown,thousand tons,2012,7.040333,91.6936,2.2619
North Carolina,Import,Pipeline,thousand tons,2012,125.8288,0.0652,0
North Carolina,Import,Rail,thousand tons,2012,359.7321,2713.700756,698.456532
North Carolina,Import,Truck,thousand tons,2012,2746.143346,3589.024002,1383.374536
North Carolina,Import,Water,thousand tons,2012,32.5655,310.863842,68.1152
North Dakota,Domestic Only,Air (include truck-air),thousand tons,2012,0,4.9037,1.3091
North Dakota,Domestic Only,Multiple modes & mail,thousand tons,2012,32.8479,643.2868,1500.93158
North Dakota,Domestic Only,Other and unknown,thousand tons,2012,16690,0,0
North Dakota,Domestic Only,Pipeline,thousand tons,2012,6545.243,14448.825,59833.1617
North Dakota,Domestic Only,Rail,thousand tons,2012,2641.261,6605.8149,32797.1967
North Dakota,Domestic Only,Truck,thousand tons,2012,81305.91689,17555.43693,8997.691992
North Dakota,Export,Air (include truck-air),thousand tons,2012,0.056,4.793562,1.182495
North Dakota,Export,Multiple modes & mail,thousand tons,2012,0.144,0.651913,52.962992
North Dakota,Export,Other and unknown,thousand tons,2012,0.1475,3.7514,0.0848
North Dakota,Export,Pipeline,thousand tons,2012,1604.1109,327.230213,38.885
North Dakota,Export,Rail,thousand tons,2012,2119.0433,10445.55205,799.33496
North Dakota,Export,Truck,thousand tons,2012,711.8053,6139.49235,158.909153
North Dakota,Import,Air (include truck-air),thousand tons,2012,0,1.531089,0.001033
North Dakota,Import,Multiple modes & mail,thousand tons,2012,0,193.169672,0.328699
North Dakota,Import,Other and unknown,thousand tons,2012,4.9563,0.4777,7.8109
North Dakota,Import,Pipeline,thousand tons,2012,10586.4906,0,82074.74347
North Dakota,Import,Rail,thousand tons,2012,1816.0185,217.758497,29827.78658
North Dakota,Import,Truck,thousand tons,2012,1422.8953,161.86747,3549.179186
Ohio,Domestic Only,Air (include truck-air),thousand tons,2012,0.4654,45.925202,35.370302
Ohio,Domestic Only,Multiple modes & mail,thousand tons,2012,6310.705275,18086.26413,11655.20155
Ohio,Domestic Only,Pipeline,thousand tons,2012,28676.5873,55395.3545,25205.8923
Ohio,Domestic Only,Rail,thousand tons,2012,16837.2999,46773.46843,20716.5364
Ohio,Domestic Only,Truck,thousand tons,2012,305626.5543,91162.70936,110119.4814
Ohio,Domestic Only,Water,thousand tons,2012,4834.3381,27463.3163,1104.0775
Ohio,Export,Air (include truck-air),thousand tons,2012,0.1715,5.499395,153.344046
Ohio,Export,Multiple modes & mail,thousand tons,2012,0.000654,2.194656,1493.682648
Ohio,Export,Other and unknown,thousand tons,2012,2.4783,8.5554,8.8974
Ohio,Export,Pipeline,thousand tons,2012,0,0,18703.0887
Ohio,Export,Rail,thousand tons,2012,661.966803,2263.21684,4316.142609
Ohio,Export,Truck,thousand tons,2012,44.064394,20.157596,8224.591066
Ohio,Export,Water,thousand tons,2012,709.2501,264.905677,373.530366
Ohio,Import,Air (include truck-air),thousand tons,2012,10.991619,85.220063,5.411689
Ohio,Import,Multiple modes & mail,thousand tons,2012,1.954155,2842.497459,31.914027
Ohio,Import,No domestic mode,thousand tons,2012,4041.7401,0,0
Ohio,Import,Other and unknown,thousand tons,2012,22.210627,43.1643,3.3318
Ohio,Import,Pipeline,thousand tons,2012,0.9738,7208.5289,0
Ohio,Import,Rail,thousand tons,2012,2574.662023,5977.777702,1177.0929
Ohio,Import,Truck,thousand tons,2012,874.67668,7847.617162,220.903031
Ohio,Import,Water,thousand tons,2012,1994.089643,175.84195,543.212993
Oklahoma,Domestic Only,Air (include truck-air),thousand tons,2012,0,13.814602,14.8844
Oklahoma,Domestic Only,Multiple modes & mail,thousand tons,2012,186.94,2693.583009,3246.067419
Oklahoma,Domestic Only,Pipeline,thousand tons,2012,48639.2053,27342.7991,55724.8198
Oklahoma,Domestic Only,Rail,thousand tons,2012,5317.037199,23230.2284,17932.4298
Oklahoma,Domestic Only,Truck,thousand tons,2012,141757.2536,44362.70049,65157.85349
Oklahoma,Domestic Only,Water,thousand tons,2012,0.3297,136.3251,8241.8354
Oklahoma,Export,Air (include truck-air),thousand tons,2012,0.0192,0.2438,21.304825
Oklahoma,Export,Multiple modes & mail,thousand tons,2012,0,0,31.863277
Oklahoma,Export,Other and unknown,thousand tons,2012,0.1997,0,5.4988
Oklahoma,Export,Rail,thousand tons,2012,0,0,743.855251
Oklahoma,Export,Truck,thousand tons,2012,0.0776,0,989.683819
Oklahoma,Export,Water,thousand tons,2012,0,0,0.80213
Oklahoma,Import,Air (include truck-air),thousand tons,2012,1.3208,14.050224,0.4365
Oklahoma,Import,Multiple modes & mail,thousand tons,2012,0,155.462432,0
Oklahoma,Import,Other and unknown,thousand tons,2012,0.001,2.961616,0.0149
Oklahoma,Import,Pipeline,thousand tons,2012,0,3611.01391,0
Oklahoma,Import,Rail,thousand tons,2012,0,1090.14376,0
Oklahoma,Import,Truck,thousand tons,2012,0.8975,507.119619,0
Oklahoma,Import,Water,thousand tons,2012,0,0.000308,0
Oregon,Domestic Only,Air (include truck-air),thousand tons,2012,0,26.527201,24.722602
Oregon,Domestic Only,Multiple modes & mail,thousand tons,2012,1731.7366,1837.241711,3139.181087
Oregon,Domestic Only,Pipeline,thousand tons,2012,78.4382,17571.4754,14084.5908
Oregon,Domestic Only,Rail,thousand tons,2012,746.4689,8230.171075,4638.5413
Oregon,Domestic Only,Truck,thousand tons,2012,109553.7208,23128.53782,24699.36379
Oregon,Domestic Only,Water,thousand tons,2012,0,2145.379073,108.9797
Oregon,Export,Air (include truck-air),thousand tons,2012,0.080944,1.652752,26.914054
Oregon,Export,Multiple modes & mail,thousand tons,2012,3.405269,61.964244,203.752192
Oregon,Export,Other and unknown,thousand tons,2012,0.0411,0.2579,2.4548
Oregon,Export,Pipeline,thousand tons,2012,20.3813,0.1649,76.69621
Oregon,Export,Rail,thousand tons,2012,134.5752,2941.685205,917.628732
Oregon,Export,Truck,thousand tons,2012,11085.12702,366.137075,2947.140666
Oregon,Export,Water,thousand tons,2012,91.172058,104.777713,36.697674
Oregon,Import,Air (include truck-air),thousand tons,2012,0.311148,20.682193,1.085243
Oregon,Import,Multiple modes & mail,thousand tons,2012,29.359795,381.926304,759.30563
