State,Commodity,Field,Value,Unit,Year
Minnesota,Other foodstuffs,tmiles_in,7197.451722,million ton-miles,2012
Minnesota,Gravel,tmiles_within,1062.0571,million ton-miles,2012
Minnesota,Gravel,tmiles_out,8496.915319,million ton-miles,2012
Minnesota,Gravel,tmiles_in,6918.121579,million ton-miles,2012
Minnesota,Nonmetal min. prods.,tmiles_within,843.782472,million ton-miles,2012
Minnesota,Nonmetal min. prods.,tmiles_out,4458.033622,million ton-miles,2012
Minnesota,Nonmetal min. prods.,tmiles_in,5479.908652,million ton-miles,2012
Minnesota,Fertilizers,tmiles_within,733.6136,million ton-miles,2012
Minnesota,Fertilizers,tmiles_out,4145.3459,million ton-miles,2012
Minnesota,Fertilizers,tmiles_in,5215.167175,million ton-miles,2012
Minnesota,Gasoline,tmiles_within,403.6109,million ton-miles,2012
Minnesota,Gasoline,tmiles_out,3069.92745,million ton-miles,2012
Minnesota,Gasoline,tmiles_in,4419.09357,million ton-miles,2012
Minnesota,Coal-n.e.c.,tmiles_within,399.536129,million ton-miles,2012
Minnesota,Coal-n.e.c.,tmiles_out,2377.5799,million ton-miles,2012
Minnesota,Coal-n.e.c.,tmiles_in,4138.911225,million ton-miles,2012
Minnesota,Fuel oils,tmiles_within,353.384234,million ton-miles,2012
Minnesota,Fuel oils,tmiles_out,2181.19945,million ton-miles,2012
Minnesota,Fuel oils,tmiles_in,3566.997002,million ton-miles,2012
Mississippi,Coal-n.e.c.,tmiles_within,7434.556187,million ton-miles,2012
Mississippi,Coal-n.e.c.,tmiles_out,35391.81033,million ton-miles,2012
Mississippi,Coal-n.e.c.,tmiles_in,41293.99502,million ton-miles,2012
Mississippi,Logs,tmiles_within,2685.273803,million ton-miles,2012
Mississippi,Logs,tmiles_out,3376.22434,million ton-miles,2012
Mississippi,Logs,tmiles_in,5054.592194,million ton-miles,2012
Mississippi,Cereal grains,tmiles_within,122.2098,million ton-miles,2012
Mississippi,Cereal grains,tmiles_out,2191.875509,million ton-miles,2012
Mississippi,Cereal grains,tmiles_in,3229.508394,million ton-miles,2012
Mississippi,Natural sands,tmiles_within,122.0828,million ton-miles,2012
Mississippi,Natural sands,tmiles_out,1865.410406,million ton-miles,2012
Mississippi,Natural sands,tmiles_in,3070.410303,million ton-miles,2012
Mississippi,Animal feed,tmiles_within,113.5826,million ton-miles,2012
Mississippi,Animal feed,tmiles_out,1656.342343,million ton-miles,2012
Mississippi,Animal feed,tmiles_in,2627.4323,million ton-miles,2012
Mississippi,Gravel,tmiles_within,107.9408,million ton-miles,2012
Mississippi,Gravel,tmiles_out,1618.62384,million ton-miles,2012
Mississippi,Gravel,tmiles_in,2273.2416,million ton-miles,2012
Mississippi,Wood prods.,tmiles_within,105.4656,million ton-miles,2012
Mississippi,Wood prods.,tmiles_out,1443.079166,million ton-miles,2012
Mississippi,Wood prods.,tmiles_in,2049.209935,million ton-miles,2012
Mississippi,Basic chemicals,tmiles_within,104.4021,million ton-miles,2012
Mississippi,Basic chemicals,tmiles_out,1288.248194,million ton-miles,2012
Mississippi,Basic chemicals,tmiles_in,1787.285921,million ton-miles,2012
Mississippi,Gasoline,tmiles_within,103.9685,million ton-miles,2012
Mississippi,Gasoline,tmiles_out,1188.4314,million ton-miles,2012
Mississippi,Gasoline,tmiles_in,1388.8177,million ton-miles,2012
Mississippi,Live animals/fish,tmiles_within,87.3578,million ton-miles,2012
Mississippi,Live animals/fish,tmiles_out,1181.997064,million ton-miles,2012
Mississippi,Live animals/fish,tmiles_in,1242.387,million ton-miles,2012
Missouri,Gravel,tmiles_within,1219.081005,million ton-miles,2012
Missouri,Gravel,tmiles_out,11184.87611,million ton-miles,2012
Missouri,Gravel,tmiles_in,52936.0046,million ton-miles,2012
Missouri,Animal feed,tmiles_within,1133.808287,million ton-miles,2012
Missouri,Animal feed,tmiles_out,7456.6684,million ton-miles,2012
Missouri,Animal feed,tmiles_in,13661.7875,million ton-miles,2012
Missouri,Coal-n.e.c.,tmiles_within,1060.253722,million ton-miles,2012
Missouri,Coal-n.e.c.,tmiles_out,5746.9975,million ton-miles,2012
Missouri,Coal-n.e.c.,tmiles_in,7673.925389,million ton-miles,2012
Missouri,Nonmetal min. prods.,tmiles_within,585.806631,million ton-miles,2012
Missouri,Nonmetal min. prods.,tmiles_out,4676.1229,million ton-miles,2012
Missouri,Nonmetal min. prods.,tmiles_in,4411.594095,million ton-miles,2012
Missouri,Cereal grains,tmiles_within,575.161506,million ton-miles,2012
Missouri,Cereal grains,tmiles_out,3543.450095,million ton-miles,2012
Missouri,Cereal grains,tmiles_in,4179.202754,million ton-miles,2012
Missouri,Mixed freight,tmiles_within,479.176771,million ton-miles,2012
Missouri,Mixed freight,tmiles_out,3086.768853,million ton-miles,2012
Missouri,Mixed freight,tmiles_in,2967.878093,million ton-miles,2012
Missouri,Natural sands,tmiles_within,405.640121,million ton-miles,2012
Missouri,Natural sands,tmiles_out,2592.572123,million ton-miles,2012
Missouri,Natural sands,tmiles_in,2680.912332,million ton-miles,2012
Missouri,Other foodstuffs,tmiles_within,283.573403,million ton-miles,2012
Missouri,Other foodstuffs,tmiles_out,2526.093641,million ton-miles,2012
Missouri,Other foodstuffs,tmiles_in,2540.860892,million ton-miles,2012
Missouri,Other ag prods.,tmiles_within,278.871088,million ton-miles,2012
Missouri,Other ag prods.,tmiles_out,2509.223322,million ton-miles,2012
Missouri,Other ag prods.,tmiles_in,2403.857205,million ton-miles,2012
Missouri,Gasoline,tmiles_within,164.607753,million ton-miles,2012
Missouri,Gasoline,tmiles_out,2153.775891,million ton-miles,2012
Missouri,Gasoline,tmiles_in,2153.418492,million ton-miles,2012
Montana,Coal-n.e.c.,tmiles_within,4921.250536,million ton-miles,2012
Montana,Coal-n.e.c.,tmiles_out,47125.2735,million ton-miles,2012
Montana,Coal-n.e.c.,tmiles_in,5663.822702,million ton-miles,2012
Montana,Crude petroleum,tmiles_within,2339.3488,million ton-miles,2012
Montana,Crude petroleum,tmiles_out,13379.8777,million ton-miles,2012
Montana,Crude petroleum,tmiles_in,2117.7841,million ton-miles,2012
Montana,Gasoline,tmiles_within,1164.8713,million ton-miles,2012
Montana,Gasoline,tmiles_out,11812.93796,million ton-miles,2012
Montana,Gasoline,tmiles_in,1721.540017,million ton-miles,2012
Montana,Fuel oils,tmiles_within,656.9741,million ton-miles,2012
Montana,Fuel oils,tmiles_out,4768.287,million ton-miles,2012
Montana,Fuel oils,tmiles_in,1395.5758,million ton-miles,2012
Montana,Nonmetal min. prods.,tmiles_within,548.5556,million ton-miles,2012
Montana,Nonmetal min. prods.,tmiles_out,3875.3759,million ton-miles,2012
Montana,Nonmetal min. prods.,tmiles_in,1310.5581,million ton-miles,2012
Montana,Gravel,tmiles_within,499.4259,million ton-miles,2012
Montana,Gravel,tmiles_out,1679.1233,million ton-miles,2012
Montana,Gravel,tmiles_in,1219.535834,million ton-miles,2012
Montana,Logs,tmiles_within,474.20685,million ton-miles,2012
Montana,Logs,tmiles_out,1636.643464,million ton-miles,2012
Montana,Logs,tmiles_in,1067.153803,million ton-miles,2012
Montana,Cereal grains,tmiles_within,226.6956,million ton-miles,2012
Montana,Cereal grains,tmiles_out,1258.8061,million ton-miles,2012
Montana,Cereal grains,tmiles_in,940.4452,million ton-miles,2012
Montana,Fertilizers,tmiles_within,188.1833,million ton-miles,2012
Montana,Fertilizers,tmiles_out,1163.286326,million ton-miles,2012
Montana,Fertilizers,tmiles_in,921.440714,million ton-miles,2012
Montana,Wood prods.,tmiles_within,120.6183,million ton-miles,2012
Montana,Wood prods.,tmiles_out,1142.7561,million ton-miles,2012
Montana,Wood prods.,tmiles_in,830.750772,million ton-miles,2012
Nebraska,Animal feed,tmiles_within,2090.120521,million ton-miles,2012
Nebraska,Animal feed,tmiles_out,31942.6303,million ton-miles,2012
Nebraska,Animal feed,tmiles_in,22648.89906,million ton-miles,2012
Nebraska,Cereal grains,tmiles_within,1997.6643,million ton-miles,2012
Nebraska,Cereal grains,tmiles_out,20005.89925,million ton-miles,2012
Nebraska,Cereal grains,tmiles_in,12327.9572,million ton-miles,2012
Nebraska,Gravel,tmiles_within,372.6668,million ton-miles,2012
Nebraska,Gravel,tmiles_out,11746.92342,million ton-miles,2012
Nebraska,Gravel,tmiles_in,6229.9883,million ton-miles,2012
Nebraska,Milled grain prods.,tmiles_within,353.252412,million ton-miles,2012
Nebraska,Milled grain prods.,tmiles_out,5421.599,million ton-miles,2012
Nebraska,Milled grain prods.,tmiles_in,2307.1439,million ton-miles,2012
Nebraska,Live animals/fish,tmiles_within,305.0345,million ton-miles,2012
Nebraska,Live animals/fish,tmiles_out,3838.37395,million ton-miles,2012
Nebraska,Live animals/fish,tmiles_in,2233.0422,million ton-miles,2012
Nebraska,Other ag prods.,tmiles_within,255.388392,million ton-miles,2012
Nebraska,Other ag prods.,tmiles_out,3513.4763,million ton-miles,2012
Nebraska,Other ag prods.,tmiles_in,2010.9203,million ton-miles,2012
Nebraska,Other foodstuffs,tmiles_within,216.604942,million ton-miles,2012
Nebraska,Other foodstuffs,tmiles_out,3500.516845,million ton-miles,2012
Nebraska,Other foodstuffs,tmiles_in,1751.053072,million ton-miles,2012
Nebraska,Nonmetal min. prods.,tmiles_within,187.263504,million ton-miles,2012
Nebraska,Nonmetal min. prods.,tmiles_out,2624.9355,million ton-miles,2012
Nebraska,Nonmetal min. prods.,tmiles_in,1449.121618,million ton-miles,2012
Nebraska,Mixed freight,tmiles_within,114.431746,million ton-miles,2012
Nebraska,Mixed freight,tmiles_out,1931.276254,million ton-miles,2012
Nebraska,Mixed freight,tmiles_in,1031.251864,million ton-miles,2012
Nebraska,Natural sands,tmiles_within,76.0025,million ton-miles,2012
Nebraska,Natural sands,tmiles_out,747.246547,million ton-miles,2012
Nebraska,Natural sands,tmiles_in,1011.04783,million ton-miles,2012
Nevada,Gravel,tmiles_within,442.10636,million ton-miles,2012
Nevada,Gravel,tmiles_out,7847.663415,million ton-miles,2012
Nevada,Gravel,tmiles_in,8850.218951,million ton-miles,2012
Nevada,Nonmetal min. prods.,tmiles_within,338.925174,million ton-miles,2012
Nevada,Nonmetal min. prods.,tmiles_out,7113.177021,million ton-miles,2012
Nevada,Nonmetal min. prods.,tmiles_in,1932.789702,million ton-miles,2012
Nevada,Waste/scrap,tmiles_within,172.48786,million ton-miles,2012
Nevada,Waste/scrap,tmiles_out,1267.250454,million ton-miles,2012
Nevada,Waste/scrap,tmiles_in,1295.010841,million ton-miles,2012
Nevada,Natural sands,tmiles_within,122.3969,million ton-miles,2012
Nevada,Natural sands,tmiles_out,1229.076571,million ton-miles,2012
Nevada,Natural sands,tmiles_in,1255.543746,million ton-miles,2012
Nevada,Mixed freight,tmiles_within,94.842659,million ton-miles,2012
Nevada,Mixed freight,tmiles_out,1039.692999,million ton-miles,2012
Nevada,Mixed freight,tmiles_in,1159.120237,million ton-miles,2012
Nevada,Other foodstuffs,tmiles_within,91.557191,million ton-miles,2012
Nevada,Other foodstuffs,tmiles_out,785.058272,million ton-miles,2012
Nevada,Other foodstuffs,tmiles_in,1045.041965,million ton-miles,2012
Nevada,Animal feed,tmiles_within,67.41707,million ton-miles,2012
Nevada,Animal feed,tmiles_out,638.755554,million ton-miles,2012
Nevada,Animal feed,tmiles_in,982.48988,million ton-miles,2012
Nevada,Coal-n.e.c.,tmiles_within,62.596734,million ton-miles,2012
Nevada,Coal-n.e.c.,tmiles_out,418.241604,million ton-miles,2012
Nevada,Coal-n.e.c.,tmiles_in,943.5109,million ton-miles,2012
Nevada,Furniture,tmiles_within,56.037079,million ton-miles,2012
Nevada,Furniture,tmiles_out,405.943427,million ton-miles,2012
Nevada,Furniture,tmiles_in,784.8438,million ton-miles,2012
Nevada,Misc. mfg. prods.,tmiles_within,53.206414,million ton-miles,2012
Nevada,Misc. mfg. prods.,tmiles_out,394.017538,million ton-miles,2012
Nevada,Misc. mfg. prods.,tmiles_in,671.636318,million ton-miles,2012
New Hampshire,Gravel,tmiles_within,121.2415,million ton-miles,2012
New Hampshire,Gravel,tmiles_out,420.025237,million ton-miles,2012
New Hampshire,Gravel,tmiles_in,1715.6708,million ton-miles,2012
New Hampshire,Natural sands,tmiles_within,104.5838,million ton-miles,2012
New Hampshire,Natural sands,tmiles_out,395.959247,million ton-miles,2012
New Hampshire,Natural sands,tmiles_in,707.4219,million ton-miles,2012
New Hampshire,Fuel oils,tmiles_within,95.75,million ton-miles,2012
New Hampshire,Fuel oils,tmiles_out,381.139752,million ton-miles,2012
New Hampshire,Fuel oils,tmiles_in,515.987162,million ton-miles,2012
New Hampshire,Nonmetal min. prods.,tmiles_within,84.151217,million ton-miles,2012
New Hampshire,Nonmetal min. prods.,tmiles_out,306.677269,million ton-miles,2012
New Hampshire,Nonmetal min. prods.,tmiles_in,505.803212,million ton-miles,2012
New Hampshire,Logs,tmiles_within,63.183893,million ton-miles,2012
New Hampshire,Logs,tmiles_out,206.568717,million ton-miles,2012
New Hampshire,Logs,tmiles_in,492.882258,million ton-miles,2012
New Hampshire,Wood prods.,tmiles_within,40.472173,million ton-miles,2012
New Hampshire,Wood prods.,tmiles_out,199.564587,million ton-miles,2012
New Hampshire,Wood prods.,tmiles_in,470.212708,million ton-miles,2012
New Hampshire,Other foodstuffs,tmiles_within,36.6759,million ton-miles,2012
New Hampshire,Other foodstuffs,tmiles_out,192.663975,million ton-miles,2012
New Hampshire,Other foodstuffs,tmiles_in,312.4011,million ton-miles,2012
New Hampshire,Nonmetallic minerals,tmiles_within,27.8342,million ton-miles,2012
New Hampshire,Nonmetallic minerals,tmiles_out,179.759244,million ton-miles,2012
New Hampshire,Nonmetallic minerals,tmiles_in,309.969085,million ton-miles,2012
New Hampshire,Coal-n.e.c.,tmiles_within,26.650358,million ton-miles,2012
New Hampshire,Coal-n.e.c.,tmiles_out,173.0491,million ton-miles,2012
New Hampshire,Coal-n.e.c.,tmiles_in,274.1358,million ton-miles,2012
New Hampshire,Waste/scrap,tmiles_within,21.4017,million ton-miles,2012
New Hampshire,Waste/scrap,tmiles_out,162.350071,million ton-miles,2012
New Hampshire,Waste/scrap,tmiles_in,236.171699,million ton-miles,2012
New Jersey,Fuel oils,tmiles_within,1184.468034,million ton-miles,2012
New Jersey,Fuel oils,tmiles_out,6032.128378,million ton-miles,2012
New Jersey,Fuel oils,tmiles_in,8939.8448,million ton-miles,2012
New Jersey,Gasoline,tmiles_within,870.93284,million ton-miles,2012
New Jersey,Gasoline,tmiles_out,4068.523027,million ton-miles,2012
New Jersey,Gasoline,tmiles_in,6833.024713,million ton-miles,2012
New Jersey,Nonmetal min. prods.,tmiles_within,515.302797,million ton-miles,2012
New Jersey,Nonmetal min. prods.,tmiles_out,3882.127586,million ton-miles,2012
New Jersey,Nonmetal min. prods.,tmiles_in,6178.496,million ton-miles,2012
New Jersey,Gravel,tmiles_within,423.009803,million ton-miles,2012
New Jersey,Gravel,tmiles_out,3210.116111,million ton-miles,2012
New Jersey,Gravel,tmiles_in,6142.652701,million ton-miles,2012
New Jersey,Coal-n.e.c.,tmiles_within,245.77658,million ton-miles,2012
New Jersey,Coal-n.e.c.,tmiles_out,2562.243666,million ton-miles,2012
New Jersey,Coal-n.e.c.,tmiles_in,4317.461432,million ton-miles,2012
New Jersey,Natural sands,tmiles_within,180.039633,million ton-miles,2012
New Jersey,Natural sands,tmiles_out,2286.464536,million ton-miles,2012
New Jersey,Natural sands,tmiles_in,3855.568939,million ton-miles,2012
New Jersey,Other ag prods.,tmiles_within,175.554895,million ton-miles,2012
New Jersey,Other ag prods.,tmiles_out,2167.491503,million ton-miles,2012
New Jersey,Other ag prods.,tmiles_in,3040.194544,million ton-miles,2012
New Jersey,Other foodstuffs,tmiles_within,160.372068,million ton-miles,2012
New Jersey,Other foodstuffs,tmiles_out,2139.043199,million ton-miles,2012
New Jersey,Other foodstuffs,tmiles_in,2317.117547,million ton-miles,2012
New Jersey,Waste/scrap,tmiles_within,140.591308,million ton-miles,2012
New Jersey,Waste/scrap,tmiles_out,2083.13594,million ton-miles,2012
New Jersey,Waste/scrap,tmiles_in,2245.501024,million ton-miles,2012
New Jersey,Mixed freight,tmiles_within,125.198534,million ton-miles,2012
New Jersey,Mixed freight,tmiles_out,1999.332651,million ton-miles,2012
New Jersey,Mixed freight,tmiles_in,2018.346861,million ton-miles,2012
New Mexico,Coal-n.e.c.,tmiles_within,3662.19096,million ton-miles,2012
New Mexico,Coal-n.e.c.,tmiles_out,12343.738,million ton-miles,2012
New Mexico,Coal-n.e.c.,tmiles_in,5720.708335,million ton-miles,2012
New Mexico,Coal,tmiles_within,425.1434,million ton-miles,2012
New Mexico,Coal,tmiles_out,9917.5514,million ton-miles,2012
New Mexico,Coal,tmiles_in,1556.9682,million ton-miles,2012
New Mexico,Gravel,tmiles_within,393.651,million ton-miles,2012
New Mexico,Gravel,tmiles_out,1413.8522,million ton-miles,2012
New Mexico,Gravel,tmiles_in,1541.7773,million ton-miles,2012
New Mexico,Other foodstuffs,tmiles_within,377.749707,million ton-miles,2012
New Mexico,Other foodstuffs,tmiles_out,1131.753,million ton-miles,2012
New Mexico,Other foodstuffs,tmiles_in,1472.8633,million ton-miles,2012
New Mexico,Gasoline,tmiles_within,216.8407,million ton-miles,2012
New Mexico,Gasoline,tmiles_out,650.077,million ton-miles,2012
New Mexico,Gasoline,tmiles_in,1006.416827,million ton-miles,2012
New Mexico,Crude petroleum,tmiles_within,154.1675,million ton-miles,2012
New Mexico,Crude petroleum,tmiles_out,618.3579,million ton-miles,2012
New Mexico,Crude petroleum,tmiles_in,861.7806,million ton-miles,2012
New Mexico,Natural sands,tmiles_within,128.1951,million ton-miles,2012
New Mexico,Natural sands,tmiles_out,525.5704,million ton-miles,2012
New Mexico,Natural sands,tmiles_in,815.971553,million ton-miles,2012
New Mexico,Nonmetal min. prods.,tmiles_within,116.831014,million ton-miles,2012
New Mexico,Nonmetal min. prods.,tmiles_out,286.2921,million ton-miles,2012
New Mexico,Nonmetal min. prods.,tmiles_in,812.425605,million ton-miles,2012
New Mexico,Waste/scrap,tmiles_within,106.22823,million ton-miles,2012
New Mexico,Waste/scrap,tmiles_out,285.822389,million ton-miles,2012
New Mexico,Waste/scrap,tmiles_in,761.0466,million ton-miles,2012
New Mexico,Fuel oils,tmiles_within,97.2474,million ton-miles,2012
New Mexico,Fuel oils,tmiles_out,278.4949,million ton-miles,2012
New Mexico,Fuel oils,tmiles_in,597.329326,million ton-miles,2012
New York,Coal-n.e.c.,tmiles_within,1900.260418,million ton-miles,2012
New York,Coal-n.e.c.,tmiles_out,8084.663416,million ton-miles,2012
New York,Coal-n.e.c.,tmiles_in,11767.41293,million ton-miles,2012
New York,Gravel,tmiles_within,1725.500121,million ton-miles,2012
New York,Gravel,tmiles_out,6057.359348,million ton-miles,2012
New York,Gravel,tmiles_in,7531.256567,million ton-miles,2012
New York,Other foodstuffs,tmiles_within,1406.992305,million ton-miles,2012
New York,Other foodstuffs,tmiles_out,4131.651479,million ton-miles,2012
New York,Other foodstuffs,tmiles_in,5805.482578,million ton-miles,2012
New York,Nonmetal min. prods.,tmiles_within,1405.343603,million ton-miles,2012
New York,Nonmetal min. prods.,tmiles_out,3789.60372,million ton-miles,2012
New York,Nonmetal min. prods.,tmiles_in,5079.369956,million ton-miles,2012
New York,Waste/scrap,tmiles_within,1386.921807,million ton-miles,2012
New York,Waste/scrap,tmiles_out,3440.251624,million ton-miles,2012
New York,Waste/scrap,tmiles_in,4660.166454,million ton-miles,2012
New York,Nonmetallic minerals,tmiles_within,1060.097168,million ton-miles,2012
New York,Nonmetallic minerals,tmiles_out,3026.794409,million ton-miles,2012
New York,Nonmetallic minerals,tmiles_in,4521.508581,million ton-miles,2012
New York,Mixed freight,tmiles_within,916.730941,million ton-miles,2012
New York,Mixed freight,tmiles_out,2940.193519,million ton-miles,2012
New York,Mixed freight,tmiles_in,4056.978285,million ton-miles,2012
New York,Base metals,tmiles_within,911.403361,million ton-miles,2012
New York,Base metals,tmiles_out,2875.405079,million ton-miles,2012
New York,Base metals,tmiles_in,3399.390984,million ton-miles,2012
New York,Natural sands,tmiles_within,735.344812,million ton-miles,2012
New York,Natural sands,tmiles_out,2845.150168,million ton-miles,2012
New York,Natural sands,tmiles_in,3183.262033,million ton-miles,2012
New York,Gasoline,tmiles_within,659.335423,million ton-miles,2012
New York,Gasoline,tmiles_out,2841.188722,million ton-miles,2012
New York,Gasoline,tmiles_in,3110.680137,million ton-miles,2012
North Carolina,Gravel,tmiles_within,1724.696719,million ton-miles,2012
North Carolina,Gravel,tmiles_out,5726.431875,million ton-miles,2012
North Carolina,Gravel,tmiles_in,16489.8666,million ton-miles,2012
North Carolina,Other foodstuffs,tmiles_within,1185.328871,million ton-miles,2012
North Carolina,Other foodstuffs,tmiles_out,3915.790998,million ton-miles,2012
North Carolina,Other foodstuffs,tmiles_in,10709.00313,million ton-miles,2012
North Carolina,Nonmetal min. prods.,tmiles_within,987.098094,million ton-miles,2012
North Carolina,Nonmetal min. prods.,tmiles_out,3511.957883,million ton-miles,2012
North Carolina,Nonmetal min. prods.,tmiles_in,5510.186453,million ton-miles,2012
North Carolina,Natural sands,tmiles_within,768.547423,million ton-miles,2012
North Carolina,Natural sands,tmiles_out,2902.124968,million ton-miles,2012
North Carolina,Natural sands,tmiles_in,5016.674768,million ton-miles,2012
North Carolina,Gasoline,tmiles_within,640.42566,million ton-miles,2012
North Carolina,Gasoline,tmiles_out,2805.690971,million ton-miles,2012
North Carolina,Gasoline,tmiles_in,4938.783672,million ton-miles,2012
North Carolina,Mixed freight,tmiles_within,609.438027,million ton-miles,2012
North Carolina,Mixed freight,tmiles_out,2561.924088,million ton-miles,2012
North Carolina,Mixed freight,tmiles_in,3552.891683,million ton-miles,2012
North Carolina,Other ag prods.,tmiles_within,555.49992,million ton-miles,2012
North Carolina,Other ag prods.,tmiles_out,2336.258431,million ton-miles,2012
North Carolina,Other ag prods.,tmiles_in,3024.829103,million ton-miles,2012
North Carolina,Logs,tmiles_within,426.723503,million ton-miles,2012
North Carolina,Logs,tmiles_out,2245.368812,million ton-miles,2012
North Carolina,Logs,tmiles_in,2515.402364,million ton-miles,2012
North Carolina,Wood prods.,tmiles_within,404.759799,million ton-miles,2012
North Carolina,Wood prods.,tmiles_out,2104.095921,million ton-miles,2012
North Carolina,Wood prods.,tmiles_in,2325.77026,million ton-miles,2012
North Carolina,Animal feed,tmiles_within,368.343152,million ton-miles,2012
North Carolina,Animal feed,tmiles_out,2027.520255,million ton-miles,2012
North Carolina,Animal feed,tmiles_in,2148.594275,million ton-miles,2012
North Dakota,Other ag prods.,tmiles_within,3893.143543,million ton-miles,2012
North Dakota,Other ag prods.,tmiles_out,95343.0164,million ton-miles,2012
North Dakota,Other ag prods.,tmiles_in,10100.25043,million ton-miles,2012
North Dakota,Coal,tmiles_within,2169.2872,million ton-miles,2012
North Dakota,Coal,tmiles_out,14500.76283,million ton-miles,2012
North Dakota,Coal,tmiles_in,3678.372114,million ton-miles,2012
North Dakota,Coal-n.e.c.,tmiles_within,1025.58505,million ton-miles,2012
North Dakota,Coal-n.e.c.,tmiles_out,12466.04288,million ton-miles,2012
North Dakota,Coal-n.e.c.,tmiles_in,2707.910926,million ton-miles,2012
North Dakota,Cereal grains,tmiles_within,667.677,million ton-miles,2012
North Dakota,Cereal grains,tmiles_out,9445.243053,million ton-miles,2012
North Dakota,Cereal grains,tmiles_in,2645.947881,million ton-miles,2012
North Dakota,Fertilizers,tmiles_within,625.3355,million ton-miles,2012
North Dakota,Fertilizers,tmiles_out,6382.38387,million ton-miles,2012
North Dakota,Fertilizers,tmiles_in,2415.240581,million ton-miles,2012
North Dakota,Fuel oils,tmiles_within,552.0669,million ton-miles,2012
North Dakota,Fuel oils,tmiles_out,4761.766106,million ton-miles,2012
North Dakota,Fuel oils,tmiles_in,2288.473734,million ton-miles,2012
North Dakota,Gasoline,tmiles_within,389.0101,million ton-miles,2012
North Dakota,Gasoline,tmiles_out,4144.950191,million ton-miles,2012
North Dakota,Gasoline,tmiles_in,1972.165694,million ton-miles,2012
North Dakota,Gravel,tmiles_within,271.5658,million ton-miles,2012
North Dakota,Gravel,tmiles_out,3949.522802,million ton-miles,2012
North Dakota,Gravel,tmiles_in,1886.327679,million ton-miles,2012
North Dakota,Nonmetal min. prods.,tmiles_within,207.3549,million ton-miles,2012
North Dakota,Nonmetal min. prods.,tmiles_out,2304.080275,million ton-miles,2012
North Dakota,Nonmetal min. prods.,tmiles_in,1596.168023,million ton-miles,2012
North Dakota,Crude petroleum,tmiles_within,88.5109,million ton-miles,2012
North Dakota,Crude petroleum,tmiles_out,2286.96054,million ton-miles,2012
North Dakota,Crude petroleum,tmiles_in,1210.742809,million ton-miles,2012
Ohio,Gravel,tmiles_within,2811.329,million ton-miles,2012
Ohio,Gravel,tmiles_out,11205.05631,million ton-miles,2012
Ohio,Gravel,tmiles_in,22939.3703,million ton-miles,2012
Ohio,Gasoline,tmiles_within,2205.7908,million ton-miles,2012
Ohio,Gasoline,tmiles_out,9922.92845,million ton-miles,2012
Ohio,Gasoline,tmiles_in,19946.0653,million ton-miles,2012
Ohio,Nonmetal min. prods.,tmiles_within,1892.434469,million ton-miles,2012
Ohio,Nonmetal min. prods.,tmiles_out,5919.710333,million ton-miles,2012
Ohio,Nonmetal min. prods.,tmiles_in,12914.01616,million ton-miles,2012
Ohio,Cereal grains,tmiles_within,1860.452,million ton-miles,2012
Ohio,Cereal grains,tmiles_out,5411.717358,million ton-miles,2012
Ohio,Cereal grains,tmiles_in,9041.572359,million ton-miles,2012
Ohio,Fuel oils,tmiles_within,1239.991957,million ton-miles,2012
Ohio,Fuel oils,tmiles_out,5404.466572,million ton-miles,2012
Ohio,Fuel oils,tmiles_in,8566.967733,million ton-miles,2012
Ohio,Coal-n.e.c.,tmiles_within,1196.237093,million ton-miles,2012
Ohio,Coal-n.e.c.,tmiles_out,4711.203956,million ton-miles,2012
Ohio,Coal-n.e.c.,tmiles_in,7627.217881,million ton-miles,2012
Ohio,Base metals,tmiles_within,1022.153424,million ton-miles,2012
Ohio,Base metals,tmiles_out,4547.075194,million ton-miles,2012
Ohio,Base metals,tmiles_in,6506.468086,million ton-miles,2012
Ohio,Mixed freight,tmiles_within,955.618536,million ton-miles,2012
Ohio,Mixed freight,tmiles_out,4151.514275,million ton-miles,2012
Ohio,Mixed freight,tmiles_in,6234.083007,million ton-miles,2012
Ohio,Other ag prods.,tmiles_within,955.584977,million ton-miles,2012
Ohio,Other ag prods.,tmiles_out,4142.491947,million ton-miles,2012
Ohio,Other ag prods.,tmiles_in,4584.772507,million ton-miles,2012
Ohio,Other foodstuffs,tmiles_within,824.544615,million ton-miles,2012
Ohio,Other foodstuffs,tmiles_out,4060.86463,million ton-miles,2012
Ohio,Other foodstuffs,tmiles_in,4018.764431,million ton-miles,2012
Oklahoma,Coal-n.e.c.,tmiles_within,7443.737371,million ton-miles,2012
Oklahoma,Coal-n.e.c.,tmiles_out,35151.8871,million ton-miles,2012
Oklahoma,Coal-n.e.c.,tmiles_in,24697.3184,million ton-miles,2012
Oklahoma,Gravel,tmiles_within,1753.406876,million ton-miles,2012
Oklahoma,Gravel,tmiles_out,13258.8408,million ton-miles,2012
Oklahoma,Gravel,tmiles_in,11269.96543,million ton-miles,2012
Oklahoma,Fuel oils,tmiles_within,1708.6857,million ton-miles,2012
Oklahoma,Fuel oils,tmiles_out,6007.133228,million ton-miles,2012
Oklahoma,Fuel oils,tmiles_in,7202.631,million ton-miles,2012
Oklahoma,Gasoline,tmiles_within,1418.1674,million ton-miles,2012
Oklahoma,Gasoline,tmiles_out,3913.7591,million ton-miles,2012
Oklahoma,Gasoline,tmiles_in,2685.5777,million ton-miles,2012
