State,Commodity,Field,Value,Unit,Year
Wisconsin,Nonmetal min. prods.,tmiles_in,3694.832635,million ton-miles,2012
Wisconsin,Fuel oils,tmiles_within,727.681629,million ton-miles,2012
Wisconsin,Fuel oils,tmiles_out,2712.180854,million ton-miles,2012
Wisconsin,Fuel oils,tmiles_in,2774.419262,million ton-miles,2012
Wisconsin,Other ag prods.,tmiles_within,627.045867,million ton-miles,2012
Wisconsin,Other ag prods.,tmiles_out,2530.938854,million ton-miles,2012
Wisconsin,Other ag prods.,tmiles_in,2742.678757,million ton-miles,2012
Wisconsin,Natural sands,tmiles_within,599.9905,million ton-miles,2012
Wisconsin,Natural sands,tmiles_out,2393.834943,million ton-miles,2012
Wisconsin,Natural sands,tmiles_in,2619.887068,million ton-miles,2012
Wisconsin,Mixed freight,tmiles_within,438.518339,million ton-miles,2012
Wisconsin,Mixed freight,tmiles_out,2256.713389,million ton-miles,2012
Wisconsin,Mixed freight,tmiles_in,2602.161267,million ton-miles,2012
Wisconsin,Gasoline,tmiles_within,387.9537,million ton-miles,2012
Wisconsin,Gasoline,tmiles_out,2219.472074,million ton-miles,2012
Wisconsin,Gasoline,tmiles_in,2580.517105,million ton-miles,2012
Wyoming,Coal-n.e.c.,tmiles_within,12268.0527,million ton-miles,2012
Wyoming,Coal-n.e.c.,tmiles_out,473199.0424,million ton-miles,2012
Wyoming,Coal-n.e.c.,tmiles_in,10871.48805,million ton-miles,2012
Wyoming,Coal,tmiles_within,4768.7903,million ton-miles,2012
Wyoming,Coal,tmiles_out,30824.46013,million ton-miles,2012
Wyoming,Coal,tmiles_in,2259.5121,million ton-miles,2012
Wyoming,Fuel oils,tmiles_within,968.2225,million ton-miles,2012
Wyoming,Fuel oils,tmiles_out,25548.386,million ton-miles,2012
Wyoming,Fuel oils,tmiles_in,846.183055,million ton-miles,2012
Wyoming,Nonmetal min. prods.,tmiles_within,333.3337,million ton-miles,2012
Wyoming,Nonmetal min. prods.,tmiles_out,5167.8381,million ton-miles,2012
Wyoming,Nonmetal min. prods.,tmiles_in,817.1044,million ton-miles,2012
Wyoming,Basic chemicals,tmiles_within,306.7462,million ton-miles,2012
Wyoming,Basic chemicals,tmiles_out,2684.857499,million ton-miles,2012
Wyoming,Basic chemicals,tmiles_in,680.6989,million ton-miles,2012
Wyoming,Crude petroleum,tmiles_within,191.1926,million ton-miles,2012
Wyoming,Crude petroleum,tmiles_out,1322.0211,million ton-miles,2012
Wyoming,Crude petroleum,tmiles_in,655.0836,million ton-miles,2012
Wyoming,Other ag prods.,tmiles_within,159.901183,million ton-miles,2012
Wyoming,Other ag prods.,tmiles_out,647.336901,million ton-miles,2012
Wyoming,Other ag prods.,tmiles_in,638.1102,million ton-miles,2012
Wyoming,Gasoline,tmiles_within,78.7655,million ton-miles,2012
Wyoming,Gasoline,tmiles_out,467.3553,million ton-miles,2012
Wyoming,Gasoline,tmiles_in,623.7394,million ton-miles,2012
Wyoming,Machinery,tmiles_within,44.413,million ton-miles,2012
Wyoming,Machinery,tmiles_out,342.071247,million ton-miles,2012
Wyoming,Machinery,tmiles_in,499.2179,million ton-miles,2012
Wyoming,Natural sands,tmiles_within,37.2339,million ton-miles,2012
Wyoming,Natural sands,tmiles_out,289.7542,million ton-miles,2012
Wyoming,Natural sands,tmiles_in,422.8554,million ton-miles,2012
Alabama,Coal,tmiles_within,17205.16314,million ton-miles,2022
Alabama,Coal,tmiles_out,21935.1556,million ton-miles,2022
Alabama,Coal,tmiles_in,19111.53284,million ton-miles,2022
Alabama,Logs,tmiles_within,4492.0657,million ton-miles,2022
Alabama,Logs,tmiles_out,10415.01974,million ton-miles,2022
Alabama,Logs,tmiles_in,8391.794453,million ton-miles,2022
Alabama,Coal-n.e.c.,tmiles_within,1981.231774,million ton-miles,2022
Alabama,Coal-n.e.c.,tmiles_out,4907.30525,million ton-miles,2022
Alabama,Coal-n.e.c.,tmiles_in,4454.123355,million ton-miles,2022
Alabama,Gravel,tmiles_within,1953.652762,million ton-miles,2022
Alabama,Gravel,tmiles_out,4130.317196,million ton-miles,2022
Alabama,Gravel,tmiles_in,4240.337985,million ton-miles,2022
Alabama,Base metals,tmiles_within,1495.410581,million ton-miles,2022
Alabama,Base metals,tmiles_out,3926.376334,million ton-miles,2022
Alabama,Base metals,tmiles_in,2951.735105,million ton-miles,2022
Alabama,Nonmetal min. prods.,tmiles_within,1058.956325,million ton-miles,2022
Alabama,Nonmetal min. prods.,tmiles_out,3794.496562,million ton-miles,2022
Alabama,Nonmetal min. prods.,tmiles_in,2891.258841,million ton-miles,2022
Alabama,Natural sands,tmiles_within,1052.533469,million ton-miles,2022
Alabama,Natural sands,tmiles_out,3402.697289,million ton-miles,2022
Alabama,Natural sands,tmiles_in,2428.209419,million ton-miles,2022
Alabama,Fuel oils,tmiles_within,972.474027,million ton-miles,2022
Alabama,Fuel oils,tmiles_out,3169.952641,million ton-miles,2022
Alabama,Fuel oils,tmiles_in,2209.327479,million ton-miles,2022
Alabama,Wood prods.,tmiles_within,864.35941,million ton-miles,2022
Alabama,Wood prods.,tmiles_out,3082.886693,million ton-miles,2022
Alabama,Wood prods.,tmiles_in,2081.176913,million ton-miles,2022
Alabama,Waste/scrap,tmiles_within,847.722155,million ton-miles,2022
Alabama,Waste/scrap,tmiles_out,2602.132872,million ton-miles,2022
Alabama,Waste/scrap,tmiles_in,2005.203474,million ton-miles,2022
Alaska,Crude petroleum,tmiles_within,2351.780948,million ton-miles,2022
Alaska,Crude petroleum,tmiles_out,85585.91529,million ton-miles,2022
Alaska,Crude petroleum,tmiles_in,1130.526876,million ton-miles,2022
Alaska,Gasoline,tmiles_within,1493.8806,million ton-miles,2022
Alaska,Gasoline,tmiles_out,914.586951,million ton-miles,2022
Alaska,Gasoline,tmiles_in,771.417841,million ton-miles,2022
Alaska,Live animals/fish,tmiles_within,898.441743,million ton-miles,2022
Alaska,Live animals/fish,tmiles_out,306.497685,million ton-miles,2022
Alaska,Live animals/fish,tmiles_in,716.158407,million ton-miles,2022
Alaska,Fuel oils,tmiles_within,840.370157,million ton-miles,2022
Alaska,Fuel oils,tmiles_out,168.635265,million ton-miles,2022
Alaska,Fuel oils,tmiles_in,455.159655,million ton-miles,2022
Alaska,Gravel,tmiles_within,528.906958,million ton-miles,2022
Alaska,Gravel,tmiles_out,143.070691,million ton-miles,2022
Alaska,Gravel,tmiles_in,324.281147,million ton-miles,2022
Alaska,Nonmetal min. prods.,tmiles_within,443.467265,million ton-miles,2022
Alaska,Nonmetal min. prods.,tmiles_out,120.342933,million ton-miles,2022
Alaska,Nonmetal min. prods.,tmiles_in,235.13297,million ton-miles,2022
Alaska,Meat/seafood,tmiles_within,328.049762,million ton-miles,2022
Alaska,Meat/seafood,tmiles_out,101.144592,million ton-miles,2022
Alaska,Meat/seafood,tmiles_in,224.255637,million ton-miles,2022
Alaska,Metallic ores,tmiles_within,286.828858,million ton-miles,2022
Alaska,Metallic ores,tmiles_out,81.313429,million ton-miles,2022
Alaska,Metallic ores,tmiles_in,203.742306,million ton-miles,2022
Alaska,Logs,tmiles_within,241.662095,million ton-miles,2022
Alaska,Logs,tmiles_out,60.274808,million ton-miles,2022
Alaska,Logs,tmiles_in,184.085463,million ton-miles,2022
Alaska,Waste/scrap,tmiles_within,154.351476,million ton-miles,2022
Alaska,Waste/scrap,tmiles_out,50.719365,million ton-miles,2022
Alaska,Waste/scrap,tmiles_in,169.563615,million ton-miles,2022
Arizona,Coal,tmiles_within,1869.368821,million ton-miles,2022
Arizona,Coal,tmiles_out,9030.359518,million ton-miles,2022
Arizona,Coal,tmiles_in,11643.36255,million ton-miles,2022
Arizona,Gravel,tmiles_within,1304.887151,million ton-miles,2022
Arizona,Gravel,tmiles_out,3750.765519,million ton-miles,2022
Arizona,Gravel,tmiles_in,6580.232587,million ton-miles,2022
Arizona,Metallic ores,tmiles_within,1153.660047,million ton-miles,2022
Arizona,Metallic ores,tmiles_out,2486.59148,million ton-miles,2022
Arizona,Metallic ores,tmiles_in,3990.092903,million ton-miles,2022
Arizona,Nonmetal min. prods.,tmiles_within,1000.711851,million ton-miles,2022
Arizona,Nonmetal min. prods.,tmiles_out,1488.333659,million ton-miles,2022
Arizona,Nonmetal min. prods.,tmiles_in,3731.214945,million ton-miles,2022
Arizona,Other ag prods.,tmiles_within,854.094206,million ton-miles,2022
Arizona,Other ag prods.,tmiles_out,1388.9062,million ton-miles,2022
Arizona,Other ag prods.,tmiles_in,2854.963206,million ton-miles,2022
Arizona,Coal-n.e.c.,tmiles_within,679.028076,million ton-miles,2022
Arizona,Coal-n.e.c.,tmiles_out,1317.454847,million ton-miles,2022
Arizona,Coal-n.e.c.,tmiles_in,2778.571484,million ton-miles,2022
Arizona,Other foodstuffs,tmiles_within,318.853961,million ton-miles,2022
Arizona,Other foodstuffs,tmiles_out,960.874245,million ton-miles,2022
Arizona,Other foodstuffs,tmiles_in,2377.789011,million ton-miles,2022
Arizona,Mixed freight,tmiles_within,289.486873,million ton-miles,2022
Arizona,Mixed freight,tmiles_out,922.469199,million ton-miles,2022
Arizona,Mixed freight,tmiles_in,2328.575716,million ton-miles,2022
Arizona,Waste/scrap,tmiles_within,277.419285,million ton-miles,2022
Arizona,Waste/scrap,tmiles_out,921.530835,million ton-miles,2022
Arizona,Waste/scrap,tmiles_in,2006.54479,million ton-miles,2022
Arizona,Logs,tmiles_within,206.064738,million ton-miles,2022
Arizona,Logs,tmiles_out,817.131107,million ton-miles,2022
Arizona,Logs,tmiles_in,1923.447887,million ton-miles,2022
Arkansas,Logs,tmiles_within,3082.667421,million ton-miles,2022
Arkansas,Logs,tmiles_out,7042.65228,million ton-miles,2022
Arkansas,Logs,tmiles_in,12378.40301,million ton-miles,2022
Arkansas,Gravel,tmiles_within,2576.077946,million ton-miles,2022
Arkansas,Gravel,tmiles_out,4100.129365,million ton-miles,2022
Arkansas,Gravel,tmiles_in,6631.240747,million ton-miles,2022
Arkansas,Cereal grains,tmiles_within,1725.279287,million ton-miles,2022
Arkansas,Cereal grains,tmiles_out,3246.571404,million ton-miles,2022
Arkansas,Cereal grains,tmiles_in,2699.325453,million ton-miles,2022
Arkansas,Natural sands,tmiles_within,1274.331554,million ton-miles,2022
Arkansas,Natural sands,tmiles_out,2427.296445,million ton-miles,2022
Arkansas,Natural sands,tmiles_in,2300.058893,million ton-miles,2022
Arkansas,Other ag prods.,tmiles_within,1273.650868,million ton-miles,2022
Arkansas,Other ag prods.,tmiles_out,2386.886822,million ton-miles,2022
Arkansas,Other ag prods.,tmiles_in,2223.256446,million ton-miles,2022
Arkansas,Coal-n.e.c.,tmiles_within,969.222585,million ton-miles,2022
Arkansas,Coal-n.e.c.,tmiles_out,2035.652463,million ton-miles,2022
Arkansas,Coal-n.e.c.,tmiles_in,1910.539109,million ton-miles,2022
Arkansas,Nonmetal min. prods.,tmiles_within,912.13031,million ton-miles,2022
Arkansas,Nonmetal min. prods.,tmiles_out,1880.930889,million ton-miles,2022
Arkansas,Nonmetal min. prods.,tmiles_in,1080.770603,million ton-miles,2022
Arkansas,Wood prods.,tmiles_within,681.322334,million ton-miles,2022
Arkansas,Wood prods.,tmiles_out,1399.86592,million ton-miles,2022
Arkansas,Wood prods.,tmiles_in,1047.577637,million ton-miles,2022
Arkansas,Waste/scrap,tmiles_within,670.872871,million ton-miles,2022
Arkansas,Waste/scrap,tmiles_out,1185.511055,million ton-miles,2022
Arkansas,Waste/scrap,tmiles_in,754.863718,million ton-miles,2022
Arkansas,Milled grain prods.,tmiles_within,660.271137,million ton-miles,2022
Arkansas,Milled grain prods.,tmiles_out,1040.075926,million ton-miles,2022
Arkansas,Milled grain prods.,tmiles_in,749.130924,million ton-miles,2022
California,Coal-n.e.c.,tmiles_within,11750.24288,million ton-miles,2022
California,Coal-n.e.c.,tmiles_out,41615.76656,million ton-miles,2022
California,Coal-n.e.c.,tmiles_in,77616.72275,million ton-miles,2022
California,Other foodstuffs,tmiles_within,9187.541597,million ton-miles,2022
California,Other foodstuffs,tmiles_out,17428.94379,million ton-miles,2022
California,Other foodstuffs,tmiles_in,28470.83606,million ton-miles,2022
California,Other ag prods.,tmiles_within,8249.950372,million ton-miles,2022
California,Other ag prods.,tmiles_out,14301.74738,million ton-miles,2022
California,Other ag prods.,tmiles_in,27793.51705,million ton-miles,2022
California,Nonmetal min. prods.,tmiles_within,8098.846918,million ton-miles,2022
California,Nonmetal min. prods.,tmiles_out,13633.36205,million ton-miles,2022
California,Nonmetal min. prods.,tmiles_in,18145.08285,million ton-miles,2022
California,Crude petroleum,tmiles_within,8022.459921,million ton-miles,2022
California,Crude petroleum,tmiles_out,12768.16098,million ton-miles,2022
California,Crude petroleum,tmiles_in,17707.19697,million ton-miles,2022
California,Gravel,tmiles_within,6995.141939,million ton-miles,2022
California,Gravel,tmiles_out,12588.7502,million ton-miles,2022
California,Gravel,tmiles_in,15968.07693,million ton-miles,2022
California,Gasoline,tmiles_within,6765.725444,million ton-miles,2022
California,Gasoline,tmiles_out,10702.7216,million ton-miles,2022
California,Gasoline,tmiles_in,14721.56788,million ton-miles,2022
California,Fuel oils,tmiles_within,5216.777384,million ton-miles,2022
California,Fuel oils,tmiles_out,10026.73774,million ton-miles,2022
California,Fuel oils,tmiles_in,14183.45099,million ton-miles,2022
California,Waste/scrap,tmiles_within,4823.546359,million ton-miles,2022
California,Waste/scrap,tmiles_out,9086.020708,million ton-miles,2022
California,Waste/scrap,tmiles_in,12185.51491,million ton-miles,2022
California,Animal feed,tmiles_within,4703.832794,million ton-miles,2022
California,Animal feed,tmiles_out,8783.590688,million ton-miles,2022
California,Animal feed,tmiles_in,11631.19792,million ton-miles,2022
Colorado,Cereal grains,tmiles_within,4263.65119,million ton-miles,2022
Colorado,Cereal grains,tmiles_out,22637.47808,million ton-miles,2022
Colorado,Cereal grains,tmiles_in,6219.520567,million ton-miles,2022
Colorado,Coal-n.e.c.,tmiles_within,2521.626686,million ton-miles,2022
Colorado,Coal-n.e.c.,tmiles_out,18571.30337,million ton-miles,2022
Colorado,Coal-n.e.c.,tmiles_in,4959.328912,million ton-miles,2022
Colorado,Gravel,tmiles_within,2046.136958,million ton-miles,2022
Colorado,Gravel,tmiles_out,8826.182464,million ton-miles,2022
Colorado,Gravel,tmiles_in,3919.681576,million ton-miles,2022
Colorado,Nonmetal min. prods.,tmiles_within,1726.5021,million ton-miles,2022
Colorado,Nonmetal min. prods.,tmiles_out,2670.481555,million ton-miles,2022
Colorado,Nonmetal min. prods.,tmiles_in,3297.438782,million ton-miles,2022
Colorado,Coal,tmiles_within,1198.320309,million ton-miles,2022
Colorado,Coal,tmiles_out,2204.296485,million ton-miles,2022
Colorado,Coal,tmiles_in,2170.343911,million ton-miles,2022
Colorado,Waste/scrap,tmiles_within,796.211647,million ton-miles,2022
Colorado,Waste/scrap,tmiles_out,2051.395337,million ton-miles,2022
Colorado,Waste/scrap,tmiles_in,1931.53002,million ton-miles,2022
Colorado,Other ag prods.,tmiles_within,782.907595,million ton-miles,2022
Colorado,Other ag prods.,tmiles_out,2036.86584,million ton-miles,2022
Colorado,Other ag prods.,tmiles_in,1651.74596,million ton-miles,2022
Colorado,Motorized vehicles,tmiles_within,438.577377,million ton-miles,2022
Colorado,Motorized vehicles,tmiles_out,1438.160767,million ton-miles,2022
Colorado,Motorized vehicles,tmiles_in,1625.664468,million ton-miles,2022
Colorado,Other foodstuffs,tmiles_within,437.908908,million ton-miles,2022
Colorado,Other foodstuffs,tmiles_out,1033.490053,million ton-miles,2022
Colorado,Other foodstuffs,tmiles_in,1424.910974,million ton-miles,2022
Colorado,Animal feed,tmiles_within,400.178365,million ton-miles,2022
Colorado,Animal feed,tmiles_out,1020.242936,million ton-miles,2022
Colorado,Animal feed,tmiles_in,1378.213396,million ton-miles,2022
Connecticut,Gravel,tmiles_within,652.461465,million ton-miles,2022
Connecticut,Gravel,tmiles_out,1389.466369,million ton-miles,2022
Connecticut,Gravel,tmiles_in,8092.469701,million ton-miles,2022
Connecticut,Fuel oils,tmiles_within,430.442537,million ton-miles,2022
Connecticut,Fuel oils,tmiles_out,1050.864447,million ton-miles,2022
Connecticut,Fuel oils,tmiles_in,3746.863079,million ton-miles,2022
Connecticut,Coal-n.e.c.,tmiles_within,318.226753,million ton-miles,2022
Connecticut,Coal-n.e.c.,tmiles_out,975.796884,million ton-miles,2022
Connecticut,Coal-n.e.c.,tmiles_in,2462.622062,million ton-miles,2022
Connecticut,Gasoline,tmiles_within,307.210104,million ton-miles,2022
Connecticut,Gasoline,tmiles_out,972.583723,million ton-miles,2022
Connecticut,Gasoline,tmiles_in,1563.655491,million ton-miles,2022
Connecticut,Nonmetal min. prods.,tmiles_within,271.398054,million ton-miles,2022
Connecticut,Nonmetal min. prods.,tmiles_out,945.84971,million ton-miles,2022
Connecticut,Nonmetal min. prods.,tmiles_in,1149.992212,million ton-miles,2022
Connecticut,Waste/scrap,tmiles_within,143.278907,million ton-miles,2022
Connecticut,Waste/scrap,tmiles_out,800.283411,million ton-miles,2022
Connecticut,Waste/scrap,tmiles_in,854.896274,million ton-miles,2022
Connecticut,Natural sands,tmiles_within,130.791176,million ton-miles,2022
Connecticut,Natural sands,tmiles_out,728.651983,million ton-miles,2022
Connecticut,Natural sands,tmiles_in,844.883342,million ton-miles,2022
Connecticut,Other foodstuffs,tmiles_within,84.330072,million ton-miles,2022
Connecticut,Other foodstuffs,tmiles_out,700.613092,million ton-miles,2022
Connecticut,Other foodstuffs,tmiles_in,781.462967,million ton-miles,2022
Connecticut,Mixed freight,tmiles_within,56.67726,million ton-miles,2022
Connecticut,Mixed freight,tmiles_out,546.107544,million ton-miles,2022
Connecticut,Mixed freight,tmiles_in,741.302567,million ton-miles,2022
Connecticut,Base metals,tmiles_within,50.314307,million ton-miles,2022
Connecticut,Base metals,tmiles_out,507.524174,million ton-miles,2022
Connecticut,Base metals,tmiles_in,690.994087,million ton-miles,2022
Delaware,Other ag prods.,tmiles_within,109.166724,million ton-miles,2022
Delaware,Other ag prods.,tmiles_out,1359.705631,million ton-miles,2022
Delaware,Other ag prods.,tmiles_in,5868.352558,million ton-miles,2022
Delaware,Gravel,tmiles_within,80.720695,million ton-miles,2022
Delaware,Gravel,tmiles_out,973.953284,million ton-miles,2022
Delaware,Gravel,tmiles_in,904.455902,million ton-miles,2022
Delaware,Coal-n.e.c.,tmiles_within,52.954734,million ton-miles,2022
Delaware,Coal-n.e.c.,tmiles_out,782.88667,million ton-miles,2022
Delaware,Coal-n.e.c.,tmiles_in,555.000005,million ton-miles,2022
Delaware,Nonmetal min. prods.,tmiles_within,46.658485,million ton-miles,2022
Delaware,Nonmetal min. prods.,tmiles_out,491.820192,million ton-miles,2022
Delaware,Nonmetal min. prods.,tmiles_in,466.280342,million ton-miles,2022
Delaware,Gasoline,tmiles_within,31.399188,million ton-miles,2022
Delaware,Gasoline,tmiles_out,464.527854,million ton-miles,2022
Delaware,Gasoline,tmiles_in,398.781771,million ton-miles,2022
Delaware,Fuel oils,tmiles_within,29.478603,million ton-miles,2022
Delaware,Fuel oils,tmiles_out,462.753776,million ton-miles,2022
Delaware,Fuel oils,tmiles_in,361.383518,million ton-miles,2022
Delaware,Natural sands,tmiles_within,28.3951,million ton-miles,2022
Delaware,Natural sands,tmiles_out,406.841919,million ton-miles,2022
Delaware,Natural sands,tmiles_in,305.314178,million ton-miles,2022
Delaware,Animal feed,tmiles_within,28.069043,million ton-miles,2022
Delaware,Animal feed,tmiles_out,361.79225,million ton-miles,2022
Delaware,Animal feed,tmiles_in,301.499117,million ton-miles,2022
Delaware,Cereal grains,tmiles_within,24.458717,million ton-miles,2022
Delaware,Cereal grains,tmiles_out,357.428156,million ton-miles,2022
Delaware,Cereal grains,tmiles_in,276.381186,million ton-miles,2022
Delaware,Nonmetallic minerals,tmiles_within,17.263203,million ton-miles,2022
Delaware,Nonmetallic minerals,tmiles_out,300.267075,million ton-miles,2022
Delaware,Nonmetallic minerals,tmiles_in,198.024939,million ton-miles,2022
Florida,Other ag prods.,tmiles_within,8326.979573,million ton-miles,2022
Florida,Other ag prods.,tmiles_out,8689.504866,million ton-miles,2022
Florida,Other ag prods.,tmiles_in,14158.60966,million ton-miles,2022
Florida,Gravel,tmiles_within,7601.527503,million ton-miles,2022
Florida,Gravel,tmiles_out,6759.383774,million ton-miles,2022
Florida,Gravel,tmiles_in,11851.3895,million ton-miles,2022
Florida,Natural sands,tmiles_within,6999.649055,million ton-miles,2022
Florida,Natural sands,tmiles_out,3855.660834,million ton-miles,2022
Florida,Natural sands,tmiles_in,10116.44378,million ton-miles,2022
Florida,Nonmetal min. prods.,tmiles_within,6253.597248,million ton-miles,2022
Florida,Nonmetal min. prods.,tmiles_out,3564.520827,million ton-miles,2022
Florida,Nonmetal min. prods.,tmiles_in,8954.528669,million ton-miles,2022
Florida,Coal-n.e.c.,tmiles_within,3126.388746,million ton-miles,2022
Florida,Coal-n.e.c.,tmiles_out,3528.838427,million ton-miles,2022
Florida,Coal-n.e.c.,tmiles_in,8608.515387,million ton-miles,2022
Florida,Other foodstuffs,tmiles_within,2966.524966,million ton-miles,2022
Florida,Other foodstuffs,tmiles_out,3418.230162,million ton-miles,2022
Florida,Other foodstuffs,tmiles_in,5114.15252,million ton-miles,2022
Florida,Fertilizers,tmiles_within,2924.103873,million ton-miles,2022
Florida,Fertilizers,tmiles_out,3071.679489,million ton-miles,2022
Florida,Fertilizers,tmiles_in,5000.063024,million ton-miles,2022
Florida,Logs,tmiles_within,2901.388678,million ton-miles,2022
Florida,Logs,tmiles_out,2909.450522,million ton-miles,2022
Florida,Logs,tmiles_in,4932.276735,million ton-miles,2022
Florida,Waste/scrap,tmiles_within,2608.036938,million ton-miles,2022
Florida,Waste/scrap,tmiles_out,2696.330137,million ton-miles,2022
Florida,Waste/scrap,tmiles_in,4678.975056,million ton-miles,2022
Florida,Gasoline,tmiles_within,2222.301845,million ton-miles,2022
Florida,Gasoline,tmiles_out,2517.616287,million ton-miles,2022
Florida,Gasoline,tmiles_in,3841.899214,million ton-miles,2022
Georgia,Logs,tmiles_within,5141.041249,million ton-miles,2022
Georgia,Logs,tmiles_out,4862.061622,million ton-miles,2022
Georgia,Logs,tmiles_in,9069.502855,million ton-miles,2022
Georgia,Coal-n.e.c.,tmiles_within,2699.495034,million ton-miles,2022
Georgia,Coal-n.e.c.,tmiles_out,4705.998476,million ton-miles,2022
Georgia,Coal-n.e.c.,tmiles_in,8980.670215,million ton-miles,2022
Georgia,Nonmetal min. prods.,tmiles_within,2334.973538,million ton-miles,2022
Georgia,Nonmetal min. prods.,tmiles_out,4102.271856,million ton-miles,2022
Georgia,Nonmetal min. prods.,tmiles_in,8630.066375,million ton-miles,2022
Georgia,Gravel,tmiles_within,2228.013389,million ton-miles,2022
Georgia,Gravel,tmiles_out,3845.442816,million ton-miles,2022
Georgia,Gravel,tmiles_in,7183.121737,million ton-miles,2022
Georgia,Wood prods.,tmiles_within,1672.604785,million ton-miles,2022
Georgia,Wood prods.,tmiles_out,3701.930022,million ton-miles,2022
Georgia,Wood prods.,tmiles_in,7142.188546,million ton-miles,2022
Georgia,Newsprint/paper,tmiles_within,1505.357248,million ton-miles,2022
Georgia,Newsprint/paper,tmiles_out,3685.110086,million ton-miles,2022
Georgia,Newsprint/paper,tmiles_in,4296.289339,million ton-miles,2022
Georgia,Other ag prods.,tmiles_within,1472.383805,million ton-miles,2022
Georgia,Other ag prods.,tmiles_out,3679.214024,million ton-miles,2022
Georgia,Other ag prods.,tmiles_in,3967.504524,million ton-miles,2022
Georgia,Gasoline,tmiles_within,1472.267052,million ton-miles,2022
Georgia,Gasoline,tmiles_out,3376.371465,million ton-miles,2022
Georgia,Gasoline,tmiles_in,3735.183263,million ton-miles,2022
Georgia,Other foodstuffs,tmiles_within,1350.46606,million ton-miles,2022
Georgia,Other foodstuffs,tmiles_out,3249.672382,million ton-miles,2022
Georgia,Other foodstuffs,tmiles_in,3562.961099,million ton-miles,2022
Georgia,Waste/scrap,tmiles_within,1220.656679,million ton-miles,2022
Georgia,Waste/scrap,tmiles_out,3228.240746,million ton-miles,2022
Georgia,Waste/scrap,tmiles_in,3434.672693,million ton-miles,2022
Hawaii,Gasoline,tmiles_within,477.818898,million ton-miles,2022
Hawaii,Gasoline,tmiles_out,5657.55323,million ton-miles,2022
Hawaii,Gasoline,tmiles_in,2216.098388,million ton-miles,2022
Hawaii,Fuel oils,tmiles_within,319.903498,million ton-miles,2022
Hawaii,Fuel oils,tmiles_out,2413.814982,million ton-miles,2022
Hawaii,Fuel oils,tmiles_in,1460.822639,million ton-miles,2022
Hawaii,Nonmetal min. prods.,tmiles_within,220.698328,million ton-miles,2022
Hawaii,Nonmetal min. prods.,tmiles_out,1504.430375,million ton-miles,2022
Hawaii,Nonmetal min. prods.,tmiles_in,986.052573,million ton-miles,2022
Hawaii,Waste/scrap,tmiles_within,160.203226,million ton-miles,2022
Hawaii,Waste/scrap,tmiles_out,387.88325,million ton-miles,2022
Hawaii,Waste/scrap,tmiles_in,688.00365,million ton-miles,2022
Hawaii,Natural sands,tmiles_within,74.313197,million ton-miles,2022
Hawaii,Natural sands,tmiles_out,199.786545,million ton-miles,2022
Hawaii,Natural sands,tmiles_in,527.632151,million ton-miles,2022
Hawaii,Gravel,tmiles_within,67.053313,million ton-miles,2022
Hawaii,Gravel,tmiles_out,156.353909,million ton-miles,2022
Hawaii,Gravel,tmiles_in,505.365863,million ton-miles,2022
Hawaii,Other ag prods.,tmiles_within,56.870592,million ton-miles,2022
Hawaii,Other ag prods.,tmiles_out,128.948772,million ton-miles,2022
Hawaii,Other ag prods.,tmiles_in,424.107064,million ton-miles,2022
Hawaii,Other foodstuffs,tmiles_within,50.510569,million ton-miles,2022
Hawaii,Other foodstuffs,tmiles_out,94.850239,million ton-miles,2022
Hawaii,Other foodstuffs,tmiles_in,415.952896,million ton-miles,2022
Hawaii,Mixed freight,tmiles_within,47.504077,million ton-miles,2022
Hawaii,Mixed freight,tmiles_out,84.403481,million ton-miles,2022
Hawaii,Mixed freight,tmiles_in,388.503517,million ton-miles,2022
Hawaii,Basic chemicals,tmiles_within,36.824743,million ton-miles,2022
Hawaii,Basic chemicals,tmiles_out,77.6806,million ton-miles,2022
Hawaii,Basic chemicals,tmiles_in,341.531936,million ton-miles,2022
Idaho,Other ag prods.,tmiles_within,2899.625352,million ton-miles,2022
Idaho,Other ag prods.,tmiles_out,11260.44701,million ton-miles,2022
Idaho,Other ag prods.,tmiles_in,2331.232788,million ton-miles,2022
Idaho,Coal-n.e.c.,tmiles_within,2883.846876,million ton-miles,2022
Idaho,Coal-n.e.c.,tmiles_out,5601.100329,million ton-miles,2022
Idaho,Coal-n.e.c.,tmiles_in,1680.519856,million ton-miles,2022
Idaho,Cereal grains,tmiles_within,2505.185259,million ton-miles,2022
Idaho,Cereal grains,tmiles_out,5082.062712,million ton-miles,2022
Idaho,Cereal grains,tmiles_in,1433.047795,million ton-miles,2022
Idaho,Logs,tmiles_within,1707.391096,million ton-miles,2022
Idaho,Logs,tmiles_out,4482.605872,million ton-miles,2022
Idaho,Logs,tmiles_in,1243.693294,million ton-miles,2022
Idaho,Other foodstuffs,tmiles_within,1080.324029,million ton-miles,2022
Idaho,Other foodstuffs,tmiles_out,4403.421092,million ton-miles,2022
Idaho,Other foodstuffs,tmiles_in,1022.900328,million ton-miles,2022
Idaho,Animal feed,tmiles_within,746.174146,million ton-miles,2022
Idaho,Animal feed,tmiles_out,1652.245154,million ton-miles,2022
Idaho,Animal feed,tmiles_in,1015.339853,million ton-miles,2022
Idaho,Nonmetallic minerals,tmiles_within,626.00123,million ton-miles,2022
Idaho,Nonmetallic minerals,tmiles_out,1490.139457,million ton-miles,2022
